        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -6.6399618
                    -175                      -8.0472285
                    -170                      -9.2263522
                    -165                      -9.7484223
                    -160                      -9.3450565
                    -155                      -8.2461771
                    -150                      -6.8814672
                    -145                        -5.52455
                    -140                      -4.2827576
                    -135                      -3.1819399
                    -130                      -2.2179713
                    -125                       -1.378172
                    -120                       -0.649076
                    -115                    -0.018932178
                    -110                      0.52171491
                    -105                      0.98011698
                    -100                       1.3616295
                     -95                       1.6700716
                     -90                       1.9080814
                     -85                       2.0775265
                     -80                       2.1795464
                     -75                       2.2151371
                     -70                       2.1852089
                     -65                       2.0908107
                     -60                       1.9332813
                     -55                       1.7143592
                     -50                       1.4362494
                     -45                       1.1016443
                     -40                      0.71369298
                     -35                      0.27591371
                     -30                     -0.20796278
                     -25                     -0.73422993
                     -20                      -1.2995392
                     -15                      -1.9013503
                     -10                      -2.5385229
                      -5                      -3.2120812
                       0                      -3.9261997
                       5                      -4.6894986
                      10                      -5.5167427
                      15                      -6.4313965
                      20                        -7.46955
                      25                      -8.6868333
                      30                      -10.171952
                      35                      -12.076598
                      40                      -14.691791
                      45                      -18.677312
                      50                      -25.373061
                      55                      -23.561594
                      60                      -16.857969
                      65                      -12.685395
                      70                      -9.7483086
                      75                       -7.504773
                      80                       -5.713774
                      85                      -4.2505903
                      90                      -3.0432863
                      95                      -2.0474413
                     100                      -1.2335626
                     105                     -0.58155186
                     110                    -0.077225682
                     115                       0.2895946
                     120                      0.52621373
                     125                      0.63772934
                     130                      0.62740308
                     135                      0.49682802
                     140                      0.24594486
                     145                      -0.1270592
                     150                     -0.62593497
                     155                      -1.2565753
                     160                      -2.0270779
                     165                      -2.9472343
                     170                      -4.0262808
                     175                      -5.2658071
                     180                      -6.6399618

