        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       1.6770129
                    -175                       1.6770129
                    -170                       1.6770129
                    -165                       1.6770129
                    -160                       1.6770129
                    -155                       1.6770129
                    -150                       1.6770129
                    -145                       1.6770129
                    -140                       1.6770129
                    -135                       1.6770129
                    -130                       1.6770129
                    -125                       1.6770129
                    -120                       1.6770129
                    -115                       1.6770129
                    -110                       1.6770129
                    -105                       1.6770129
                    -100                       1.6770129
                     -95                       1.6770129
                     -90                       1.6770129
                     -85                       1.6770129
                     -80                       1.6770129
                     -75                       1.6770129
                     -70                       1.6770129
                     -65                       1.6770129
                     -60                       1.6770129
                     -55                       1.6770129
                     -50                       1.6770129
                     -45                       1.6770129
                     -40                       1.6770129
                     -35                       1.6770129
                     -30                       1.6770129
                     -25                       1.6770129
                     -20                       1.6770129
                     -15                       1.6770129
                     -10                       1.6770129
                      -5                       1.6770129
                       0                       1.6770129
                       5                       1.6770129
                      10                       1.6770129
                      15                       1.6770129
                      20                       1.6770129
                      25                       1.6770129
                      30                       1.6770129
                      35                       1.6770129
                      40                       1.6770129
                      45                       1.6770129
                      50                       1.6770129
                      55                       1.6770129
                      60                       1.6770129
                      65                       1.6770129
                      70                       1.6770129
                      75                       1.6770129
                      80                       1.6770129
                      85                       1.6770129
                      90                       1.6770129
                      95                       1.6770129
                     100                       1.6770129
                     105                       1.6770129
                     110                       1.6770129
                     115                       1.6770129
                     120                       1.6770129
                     125                       1.6770129
                     130                       1.6770129
                     135                       1.6770129
                     140                       1.6770129
                     145                       1.6770129
                     150                       1.6770129
                     155                       1.6770129
                     160                       1.6770129
                     165                       1.6770129
                     170                       1.6770129
                     175                       1.6770129
                     180                       1.6770129

