        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                       0.8193361
                    -175                      0.82336607
                    -170                      0.80896824
                    -165                      0.77653705
                    -160                      0.72671565
                    -155                      0.66043082
                    -150                      0.57895088
                    -145                      0.48396238
                    -140                       0.3776587
                    -135                        0.262829
                    -130                      0.14293033
                    -125                     0.022119347
                    -120                    -0.094785395
                    -115                     -0.20244101
                    -110                      -0.2952412
                    -105                      -0.3677049
                    -100                     -0.41496535
                     -95                     -0.43329336
                     -90                     -0.42055781
                     -85                     -0.37646023
                     -80                     -0.30277261
                     -75                     -0.20293629
                     -70                    -0.081730608
                     -65                     0.055258695
                     -60                      0.20217311
                     -55                      0.35333949
                     -50                      0.50360564
                     -45                      0.64854264
                     -40                      0.78452889
                     -35                      0.90874348
                     -30                       1.0190987
                     -25                       1.1141381
                     -20                       1.1929197
                     -15                        1.254899
                     -10                       1.2998215
                      -5                       1.3276289
                       0                       1.3383843
                       5                       1.3321978
                      10                       1.3092528
                      15                       1.2697274
                      20                       1.2138346
                      25                       1.1418519
                      30                       1.0541776
                      35                      0.95140939
                      40                      0.83444255
                      45                      0.70458486
                      50                      0.56368006
                      55                      0.41422869
                      60                      0.25948838
                      65                      0.10352845
                      70                    -0.048792149
                      75                     -0.19195746
                      80                     -0.32006498
                      85                     -0.42724169
                      90                     -0.50819442
                      95                     -0.55868408
                     100                     -0.57627319
                     105                     -0.56047812
                     110                     -0.51290942
                     115                     -0.43706827
                     120                     -0.33791119
                     125                     -0.22128832
                     130                     -0.09337217
                     135                     0.039830217
                     140                      0.17283133
                     145                      0.30087403
                     150                      0.42001796
                     155                      0.52713318
                     160                      0.61983457
                     165                      0.69638556
                     170                      0.75559262
                     175                      0.79670551
                     180                       0.8193361

