        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -7.4985976
                    -175                       -9.815961
                    -170                      -13.050204
                    -165                      -17.988366
                    -160                      -22.825639
                    -155                       -17.26191
                    -150                      -12.425049
                    -145                      -9.1940075
                    -140                      -6.8318836
                    -135                      -4.9972367
                    -130                      -3.5190992
                    -125                      -2.3019339
                    -120                      -1.2877947
                    -115                      -0.4393826
                    -110                      0.26838446
                    -105                      0.85293591
                    -100                       1.3266942
                     -95                        1.698695
                     -90                       1.9756262
                     -85                       2.1625501
                     -80                         2.26329
                     -75                       2.2808682
                     -70                        2.217694
                     -65                       2.0757548
                     -60                         1.85675
                     -55                       1.5621942
                     -50                          1.1935
                     -45                      0.75205163
                     -40                      0.23928344
                     -35                     -0.34321782
                     -30                     -0.99355524
                     -25                      -1.7092547
                     -20                      -2.4867972
                     -15                      -3.3207966
                     -10                      -4.2025717
                      -5                      -5.1177492
                       0                      -6.0424868
                       5                      -6.9382251
                      10                      -7.7466469
                      15                      -8.3892536
                      20                      -8.7808263
                      25                      -8.8598248
                      30                      -8.6196276
                      35                      -8.1121112
                      40                      -7.4198763
                      45                      -6.6237026
                      50                      -5.7857994
                      55                      -4.9480996
                      60                      -4.1369564
                      65                      -3.3684709
                      70                      -2.6524978
                      75                      -1.9952245
                      80                      -1.4007154
                      85                     -0.87180789
                      90                     -0.41053434
                      95                    -0.018799209
                     100                      0.30199016
                     105                      0.55040721
                     110                      0.72500157
                     115                      0.82419471
                     120                      0.84616195
                     125                      0.78868516
                     130                      0.64895906
                     135                      0.42332863
                     140                      0.10692543
                     145                     -0.30684641
                     150                     -0.82705468
                     155                      -1.4663515
                     160                       -2.242701
                     165                      -3.1821942
                     170                      -4.3239118
                     175                      -5.7289459
                     180                      -7.4985976

