        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.21850695
                    -175                     -0.35968993
                    -170                     -0.45652208
                    -165                      -0.4996773
                    -160                     -0.48315249
                    -155                     -0.40528218
                    -150                      -0.2690687
                    -145                    -0.081709965
                    -140                      0.14651272
                    -135                      0.40363478
                    -130                      0.67733191
                    -125                      0.95592886
                    -120                       1.2290188
                    -115                       1.4877394
                    -110                       1.7248039
                    -105                       1.9343902
                    -100                       2.1119651
                     -95                       2.2540961
                     -90                       2.3582792
                     -85                       2.4228585
                     -80                       2.4466874
                     -75                       2.4293528
                     -70                       2.3709383
                     -65                       2.2720358
                     -60                       2.1337379
                     -55                       1.9576474
                     -50                       1.7459036
                     -45                       1.5012246
                     -40                       1.2269615
                     -35                      0.92716537
                     -30                      0.60665984
                     -25                      0.27111335
                     -20                    -0.072902537
                     -15                     -0.41788865
                     -10                      -0.7554555
                      -5                      -1.0764577
                       0                       -1.371262
                       5                      -1.6300681
                      10                      -1.8439512
                      15                      -2.0048722
                      20                      -2.1068908
                      25                       -2.146658
                      30                      -2.1237812
                      35                      -2.0408479
                      40                      -1.9031038
                      45                      -1.7178693
                      50                      -1.4938265
                      55                      -1.2403135
                      60                     -0.96672437
                      65                      -0.6820611
                      70                     -0.39464282
                      75                     -0.11194664
                      80                      0.15945299
                      85                      0.41388016
                      90                      0.64653756
                      95                      0.85338229
                     100                        1.031133
                     105                       1.1771824
                     110                       1.2895513
                     115                       1.3668537
                     120                       1.4082774
                     125                       1.4135826
                     130                       1.3831218
                     135                       1.3178844
                     140                       1.2195685
                     145                       1.0906843
                     150                       0.9346898
                     155                      0.75615355
                     160                      0.56093137
                     165                      0.35632522
                     170                      0.15116945
                     175                    -0.044238283
                     180                     -0.21850695

