        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.9963535
                    -175                       2.0155956
                    -170                       1.9497611
                    -165                       1.7981227
                    -160                       1.5601243
                    -155                       1.2352698
                    -150                      0.82299908
                    -145                      0.32256546
                    -140                     -0.26705041
                    -135                     -0.94711644
                    -130                      -1.7188592
                    -125                      -2.5825829
                    -120                      -3.5355249
                    -115                      -4.5671201
                    -110                      -5.6493355
                    -105                      -6.7193278
                    -100                      -7.6567638
                     -95                      -8.2798346
                     -90                      -8.4116328
                     -85                      -8.0085426
                     -80                      -7.1997243
                     -75                      -6.1783483
                     -70                      -5.0956286
                     -65                      -4.0383222
                     -60                      -3.0478133
                     -55                      -2.1410419
                     -50                      -1.3234947
                     -45                     -0.59588837
                     -40                     0.042697598
                     -35                      0.59346836
                     -30                       1.0574087
                     -25                       1.4351671
                     -20                       1.7271091
                     -15                       1.9334344
                     -10                       2.0543076
                      -5                       2.0899824
                       0                       2.0409059
                       5                       1.9077944
                      10                       1.6917488
                      15                        1.394216
                      20                       1.0170922
                      25                      0.56274315
                      30                     0.034058512
                      35                     -0.56544569
                      40                      -1.2314282
                      45                      -1.9583413
                      50                      -2.7387311
                      55                      -3.5620085
                      60                      -4.4124126
                      65                      -5.2659064
                      70                        -6.08612
                      75                      -6.8206913
                      80                      -7.4018451
                      85                      -7.7572123
                      90                      -7.8330519
                      95                      -7.6185942
                     100                      -7.1514302
                     105                       -6.498761
                     110                      -5.7315126
                     115                      -4.9081828
                     120                       -4.070845
                     125                      -3.2477272
                     130                        -2.45738
                     135                      -1.7122127
                     140                      -1.0209213
                     145                     -0.38998587
                     150                      0.17546938
                     155                      0.67120895
                     160                       1.0936465
                     165                       1.4397289
                     170                        1.706881
                     175                       1.8929749
                     180                       1.9963535

