        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3773368
                    -175                       2.4412397
                    -170                       2.4349573
                    -165                        2.357143
                    -160                        2.206646
                    -155                       1.9824427
                    -150                       1.6835836
                    -145                       1.3091782
                    -140                      0.85845568
                    -135                      0.33097474
                    -130                     -0.27288688
                    -125                     -0.95092718
                    -120                      -1.6971945
                    -115                      -2.4985075
                    -110                       -3.328652
                    -105                      -4.1400904
                    -100                      -4.8560387
                     -95                      -5.3728635
                     -90                      -5.5880813
                     -85                      -5.4517207
                     -80                      -4.9989003
                     -75                      -4.3265336
                     -70                      -3.5412987
                     -65                      -2.7259334
                     -60                      -1.9331216
                     -55                      -1.1925008
                     -50                     -0.51925274
                     -45                     0.079597871
                     -40                      0.60132762
                     -35                       1.0453558
                     -30                       1.4121064
                     -25                       1.7024464
                     -20                       1.9174374
                     -15                        2.058255
                     -10                       2.1261937
                      -5                       2.1227144
                       0                       2.0495098
                       5                       1.9086467
                      10                       1.7023892
                      15                       1.4336109
                      20                       1.1056711
                      25                      0.72255088
                      30                      0.28896489
                      35                     -0.18948685
                      40                      -0.7061068
                      45                      -1.2528005
                      50                      -1.8196653
                      55                      -2.3944567
                      60                      -2.9619702
                      65                      -3.5034684
                      70                       -3.996449
                      75                      -4.4152365
                      80                      -4.7329678
                      85                      -4.9252463
                      90                      -4.9748884
                      95                      -4.8761078
                     100                      -4.6361396
                     105                      -4.2734142
                     110                      -3.8132631
                     115                      -3.2831662
                     120                      -2.7091544
                     125                      -2.1138914
                     130                      -1.5161314
                     135                     -0.93098138
                     140                     -0.37049155
                     145                      0.15571156
                     150                      0.63987762
                     155                       1.0757053
                     160                       1.4580265
                     165                       1.7825779
                     170                       2.0458356
                     175                       2.2448895
                     180                       2.3773368

