        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.3430528
                    -175                       2.2885111
                    -170                       2.2079642
                    -165                       2.1027946
                    -160                       1.9750227
                    -155                       1.8272487
                    -150                       1.6626198
                    -145                       1.4847868
                    -140                       1.2978458
                    -135                       1.1062645
                    -130                      0.91478977
                    -125                      0.72833606
                    -120                      0.55185411
                    -115                      0.39018262
                    -110                      0.24788653
                    -105                      0.12908867
                    -100                     0.037303843
                     -95                    -0.024713864
                     -90                    -0.055098948
                     -85                    -0.052967215
                     -80                    -0.018460163
                     -75                     0.047251655
                     -70                      0.14202518
                     -65                       0.2628419
                     -60                      0.40594359
                     -55                      0.56699425
                     -50                      0.74125584
                     -45                      0.92376579
                     -40                       1.1095063
                     -35                       1.2935577
                     -30                       1.4712319
                     -25                       1.6381829
                     -20                       1.7904964
                     -15                       1.9247574
                     -10                        2.038102
                      -5                       2.1282536
                       0                       2.1935601
                       5                       2.2329195
                      10                       2.2459994
                      15                       2.2330242
                      20                       2.1948771
                      25                       2.1330822
                      30                       2.0497982
                      35                       1.9478073
                      40                       1.8304949
                      45                       1.7018158
                      50                       1.5662384
                      55                       1.4286611
                      60                       1.2942898
                      65                       1.1684708
                      70                       1.0564755
                      75                      0.96324299
                      80                      0.89309479
                      85                      0.84944911
                      90                      0.83457152
                      95                      0.84938962
                     100                      0.89342149
                     105                      0.96480761
                     110                       1.0604562
                     115                       1.1762723
                     120                       1.3074357
                     125                       1.4486922
                     130                        1.594626
                     135                       1.7398938
                     140                       1.8794123
                     145                       2.0084976
                     150                       2.1229632
                     155                       2.2191857
                     160                       2.2941442
                     165                        2.345444
                     170                       2.3713282
                     175                       2.3706824
                     180                       2.3430528

