        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                        2.055224
                    -175                       2.0824393
                    -170                       2.0220161
                    -165                       1.8726832
                    -160                       1.6332129
                    -155                       1.3022464
                    -150                      0.87807894
                    -145                       0.3584059
                    -140                     -0.25996155
                    -135                     -0.98137312
                    -130                      -1.8115053
                    -125                      -2.7571451
                    -120                      -3.8249015
                    -115                      -5.0171134
                    -110                      -6.3207722
                    -105                      -7.6806344
                    -100                      -8.9460591
                     -95                       -9.818789
                     -90                      -9.9540881
                     -85                      -9.2875063
                     -80                       -8.113619
                     -75                      -6.7683614
                     -70                      -5.4445158
                     -65                      -4.2193705
                     -60                      -3.1146846
                     -55                      -2.1309253
                     -50                      -1.2620155
                     -45                     -0.50096065
                     -40                      0.15826428
                     -35                      0.72027798
                     -30                       1.1883897
                     -25                       1.5648658
                     -20                       1.8512258
                     -15                       2.0485154
                     -10                       2.1575417
                      -5                       2.1790667
                       0                       2.1139636
                       5                       1.9633436
                      10                       1.7286524
                      15                       1.4117273
                      20                        1.014882
                      25                      0.54096036
                      30                   -0.0065863506
                      35                     -0.62357376
                      40                      -1.3048627
                      45                      -2.0439591
                      50                      -2.8323061
                      55                      -3.6580823
                      60                       -4.504272
                      65                      -5.3458424
                      70                      -6.1462773
                      75                      -6.8548823
                      80                      -7.4083468
                      85                      -7.7413559
                      90                      -7.8070585
                      95                      -7.5972218
                     100                       -7.146051
                     105                      -6.5141667
                     110                      -5.7665361
                     115                      -4.9581108
                     120                      -4.1296535
                     125                      -3.3094748
                     130                      -2.5168795
                     135                      -1.7652655
                     140                      -1.0643341
                     145                     -0.42149171
                     150                      0.15732044
                     155                      0.66716162
                     160                       1.1038403
                     165                       1.4637803
                     170                       1.7439448
                     175                       1.9417829
                     180                        2.055224

