        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.1503153
                    -175                       2.2086494
                    -170                       2.2435369
                    -165                       2.2556577
                    -160                       2.2462572
                    -155                        2.217111
                    -150                       2.1704804
                    -145                       2.1090598
                    -140                       2.0359118
                    -135                       1.9543937
                    -130                       1.8680704
                    -125                       1.7806174
                    -120                       1.6957115
                    -115                       1.6169118
                    -110                       1.5475329
                    -105                       1.4905156
                    -100                       1.4483011
                     -95                       1.4227158
                     -90                       1.4148781
                     -85                       1.4251363
                     -80                       1.4530331
                     -75                       1.4973255
                     -70                        1.556036
                     -65                       1.6265412
                     -60                       1.7056897
                     -55                       1.7899383
                     -50                       1.8754972
                     -45                        1.958475
                     -40                       2.0350159
                     -35                        2.101425
                     -30                       2.1542781
                     -25                       2.1905163
                     -20                       2.2075251
                     -15                       2.2031995
                     -10                        2.175996
                      -5                       2.1249736
                       0                       2.0497419
                       5                       1.9508939
                      10                       1.8292189
                      15                       1.6864281
                      20                       1.5248288
                      25                        1.347343
                      30                       1.1574613
                      35                      0.95918052
                      40                      0.75691969
                      45                      0.55541728
                      50                      0.35960739
                      55                      0.17447766
                      60                    0.0049118797
                      65                     -0.14447719
                      70                      -0.2695179
                      75                     -0.36664372
                      80                     -0.43304129
                      85                     -0.46677221
                      90                       -0.466855
                      95                     -0.43332039
                     100                       -0.367195
                     105                     -0.27045349
                     110                     -0.14592432
                     115                    0.0028392342
                     120                      0.17171227
                     125                       0.3561639
                     130                      0.55142463
                     135                      0.75264656
                     140                      0.95504986
                     145                       1.1540517
                     150                       1.3453758
                     155                        1.525143
                     160                        1.689943
                     165                       1.8368899
                     170                       1.9636626
                     175                       2.0685313
                     180                       2.1503153

