        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.4162708
                    -175                        1.450722
                    -170                       1.4208317
                    -165                       1.3260982
                    -160                       1.1658606
                    -155                      0.93927987
                    -150                      0.64532706
                    -145                      0.28279505
                    -140                     -0.14963628
                    -135                     -0.65322642
                    -130                      -1.2287921
                    -125                      -1.8759366
                    -120                      -2.5915748
                    -115                      -3.3672311
                    -110                      -4.1843741
                    -105                      -5.0071832
                    -100                      -5.7737639
                     -95                      -6.3919982
                     -90                      -6.7540459
                     -85                      -6.7795265
                     -80                      -6.4634167
                     -75                      -5.8795547
                     -70                      -5.1354125
                     -65                      -4.3262855
                     -60                      -3.5176267
                     -55                      -2.7478763
                     -50                      -2.0371663
                     -45                      -1.3948387
                     -40                     -0.82438339
                     -35                     -0.32632282
                     -30                      0.10020381
                     -25                      0.45660787
                     -20                      0.74443354
                     -15                      0.96516216
                     -10                       1.1201318
                      -5                        1.210513
                       0                       1.2373091
                       5                       1.2013004
                      10                       1.1032788
                      15                      0.94374561
                      20                      0.72309125
                      25                      0.44155997
                      30                     0.099267754
                      35                     -0.30374624
                      40                     -0.76740117
                      45                      -1.2913321
                      50                      -1.8744277
                      55                      -2.5139874
                      60                      -3.2042466
                      65                      -3.9339071
                      70                      -4.6822935
                      75                      -5.4141478
                      80                       -6.074621
                      85                      -6.5894124
                      90                      -6.8782455
                      95                      -6.8843259
                     100                      -6.6037987
                     105                      -6.0879702
                     110                      -5.4162995
                     115                      -4.6654226
                     120                      -3.8933729
                     125                      -3.1381325
                     130                      -2.4223211
                     135                      -1.7585117
                     140                      -1.1532687
                     145                     -0.60977424
                     150                     -0.12940702
                     155                      0.28735173
                     160                      0.64041823
                     165                      0.92984019
                     170                        1.155662
                     175                       1.3178599
                     180                       1.4162708

