        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.3692346
                    -175                       2.3283828
                    -170                       2.2622535
                    -165                       2.1723161
                    -160                       2.0606502
                    -155                       1.9298837
                    -150                       1.7831467
                    -145                       1.6240146
                    -140                       1.4564355
                    -135                       1.2846441
                    -130                        1.113061
                    -125                      0.94617954
                    -120                      0.78844158
                    -115                      0.64410839
                    -110                      0.51712924
                    -105                       0.4110142
                    -100                       0.3287164
                     -95                      0.27252884
                     -90                      0.24400062
                     -85                      0.24387653
                     -80                      0.27206505
                     -75                      0.32763165
                     -70                      0.40882944
                     -65                      0.51315723
                     -60                      0.63744788
                     -55                      0.77798191
                     -50                      0.93062003
                     -45                       1.0909472
                     -40                       1.2544196
                     -35                       1.4165077
                     -30                       1.5728276
                     -25                       1.7192577
                     -20                       1.8520369
                     -15                       1.9678449
                     -10                        2.063864
                      -5                       2.1378253
                       0                       2.1880401
                       5                       2.2134274
                      10                       2.2135038
                      15                       2.1884549
                      20                       2.1390786
                      25                       2.0668084
                      30                       1.9737127
                      35                       1.8624901
                      40                       1.7364569
                      45                       1.5995228
                      50                       1.4561453
                      55                        1.311255
                      60                       1.1701393
                      65                       1.0382776
                      70                      0.92111959
                      75                      0.82381327
                      80                      0.75089641
                      85                       0.7059818
                      90                      0.69147869
                      95                      0.70837982
                     100                      0.75618232
                     105                      0.83291842
                     110                      0.93531752
                     115                       1.0590608
                     120                       1.1990883
                     125                       1.3499166
                     130                       1.5059312
                     135                        1.661633
                     140                       1.8118301
                     145                       1.9517763
                     150                       2.0772642
                     155                       2.1846839
                     160                       2.2710563
                     165                       2.3340498
                     170                       2.3719865
                     175                       2.3838418
                     180                       2.3692346

