        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.9474957
                    -175                       1.9503905
                    -170                       1.9235948
                    -165                       1.8675194
                    -160                        1.783181
                    -155                       1.6722158
                    -150                       1.5368979
                    -145                       1.3801621
                    -140                       1.2056267
                    -135                       1.0176108
                    -130                      0.82113535
                    -125                      0.62189317
                    -120                      0.42616798
                    -115                      0.24068088
                    -110                     0.072345043
                    -105                    -0.072079617
                    -100                     -0.18641973
                     -95                     -0.26556947
                     -90                     -0.30595167
                     -85                     -0.30587325
                     -80                     -0.26571285
                     -75                      -0.1878759
                     -70                    -0.076546132
                     -65                     0.062719708
                     -60                      0.22347366
                     -55                      0.39885382
                     -50                      0.58199739
                     -45                      0.76635837
                     -40                      0.94592515
                     -35                       1.1153504
                     -30                       1.2700136
                     -25                       1.4060377
                     -20                       1.5202777
                     -15                       1.6102945
                     -10                       1.6743233
                      -5                       1.7112418
                       0                       1.7205405
                       5                       1.7023543
                      10                       1.6572539
                      15                       1.5864452
                      20                       1.4916492
                      25                       1.3751053
                      30                       1.2395609
                      35                       1.0882606
                      40                      0.92493292
                      45                      0.75376999
                      50                      0.57939329
                      55                      0.40679689
                      60                      0.24125785
                      65                     0.088203441
                      70                    -0.046972228
                      75                     -0.15914284
                      80                     -0.24372601
                      85                      -0.2969779
                      90                     -0.31627167
                      95                     -0.30031563
                     100                      -0.2492867
                     105                      -0.1648295
                     110                    -0.049944613
                     115                     0.091226891
                     120                      0.25368441
                     125                      0.43187296
                     130                      0.61997608
                     135                      0.81217072
                     140                       1.0028316
                     145                       1.1866831
                     150                       1.3589045
                     155                       1.5151974
                     160                       1.6518255
                     165                       1.7656357
                     170                       1.8540662
                     175                       1.9151497
                     180                       1.9474957

