        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.8449033
                    -175                       1.8190305
                    -170                        1.772056
                    -165                        1.704779
                    -160                       1.6185176
                    -155                       1.5150985
                    -150                       1.3968399
                    -145                       1.2665273
                    -140                       1.1273793
                    -135                      0.98300074
                    -130                      0.83731855
                    -125                      0.69449601
                    -120                      0.55882168
                    -115                      0.43457042
                    -110                      0.32583797
                    -105                      0.23635534
                    -100                      0.16929509
                     -95                      0.12708723
                     -90                       0.1112656
                     -85                      0.12236755
                     -80                      0.15988802
                     -75                      0.22232182
                     -70                      0.30726117
                     -65                      0.41154865
                     -60                      0.53146259
                     -55                      0.66291375
                     -50                      0.80163494
                     -45                      0.94335045
                     -40                       1.0839183
                     -35                       1.2194437
                     -30                       1.3463651
                     -25                       1.4615174
                     -20                        1.562177
                     -15                       1.6460929
                     -10                       1.7115065
                      -5                       1.7571649
                       0                       1.7823276
                       5                       1.7868914
                      10                        1.770976
                      15                       1.7354134
                      20                       1.6814809
                      25                       1.6109255
                      30                       1.5259379
                      35                       1.4291192
                      40                       1.3234368
                      45                       1.2121697
                      50                       1.0988399
                      55                      0.98712709
                      60                      0.88076712
                      65                      0.78343203
                      70                      0.69859558
                      75                      0.62938861
                      80                      0.57845312
                      85                      0.54780651
                      90                      0.53872918
                      95                      0.55168907
                     100                      0.58630392
                     105                      0.64136458
                     110                      0.71489771
                     115                      0.80427049
                     120                      0.90632379
                     125                       1.0175206
                     130                        1.134097
                     135                       1.2522065
                     140                       1.3680488
                     145                       1.4779822
                     150                       1.5786167
                     155                        1.666889
                     160                       1.7401223
                     165                       1.7960724
                     170                        1.832962
                     175                       1.8495064
                     180                       1.8449033

