        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       1.9180266
                    -175                       1.8802945
                    -170                       1.8115415
                    -165                       1.7113424
                    -160                       1.5800084
                    -155                       1.4185648
                    -150                       1.2288091
                    -145                        1.013386
                    -140                      0.77587943
                    -135                      0.52092137
                    -130                      0.25430237
                    -125                    -0.016936651
                    -120                     -0.28447253
                    -115                     -0.53878603
                    -110                     -0.76943756
                    -105                      -0.9655989
                    -100                      -1.1168674
                     -95                      -1.2143058
                     -90                      -1.2515423
                     -85                      -1.2256744
                     -80                      -1.1377229
                     -75                     -0.99249139
                     -70                     -0.79787486
                     -65                     -0.56382515
                     -60                     -0.30124292
                     -55                    -0.021018539
                     -50                      0.26666079
                     -45                      0.55272329
                     -40                      0.82939332
                     -35                        1.090213
                     -30                       1.3299718
                     -25                       1.5445947
                     -20                       1.7310217
                     -15                       1.8870953
                     -10                       2.0114643
                      -5                        2.103506
                       0                       2.1633033
                       5                       2.1914282
                      10                        2.189161
                      15                       2.1582717
                      20                        2.101034
                      25                       2.0201884
                      30                       1.9189015
                      35                       1.8007187
                      40                       1.6695087
                      45                       1.5293974
                      50                       1.3846919
                      55                       1.2397912
                      60                       1.0990878
                      65                      0.96685763
                      70                      0.84714362
                      75                      0.74363387
                      80                      0.65954017
                      85                      0.59748178
                      90                      0.55938175
                      95                      0.54637858
                     100                      0.55876846
                     105                      0.59597577
                     110                      0.65656021
                     115                      0.73826138
                     120                      0.83807899
                     125                      0.95238397
                     130                       1.0770527
                     135                       1.2076149
                     140                       1.3394066
                     145                       1.4677171
                     150                       1.5879259
                     155                       1.6956224
                     160                       1.7867078
                     165                       1.8574773
                     170                       1.9046856
                     175                       1.9255976
                     180                       1.9180266

