        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.1648303
                    -175                       2.2043825
                    -170                       2.1802229
                    -165                       2.0915628
                    -160                       1.9379619
                    -155                       1.7193198
                    -150                       1.4359044
                    -145                       1.0884407
                    -140                      0.67830222
                    -135                      0.20786954
                    -130                     -0.31884385
                    -125                     -0.89515603
                    -120                      -1.5100971
                    -115                      -2.1460706
                    -110                       -2.775927
                    -105                      -3.3603461
                    -100                      -3.8478725
                     -95                      -4.1813029
                     -90                      -4.3125427
                     -85                      -4.2209146
                     -80                      -3.9225935
                     -75                      -3.4631869
                     -70                      -2.8998179
                     -65                      -2.2853233
                     -60                      -1.6607813
                     -55                       -1.054864
                     -50                     -0.48627532
                     -45                     0.033291815
                     -40                      0.49672586
                     -35                       0.8997915
                     -30                       1.2400306
                     -25                       1.5160936
                     -20                       1.7273535
                     -15                       1.8736976
                     -10                       1.9554268
                      -5                       1.9732194
                       0                       1.9281328
                       5                        1.821659
                      10                       1.6556414
                      15                       1.4324811
                      20                       1.1550987
                      25                      0.82702845
                      30                      0.45251691
                      35                     0.036659595
                      40                     -0.41440741
                      45                      -0.8932431
                      50                      -1.3907513
                      55                      -1.8957496
                      60                      -2.3945029
                      65                      -2.8703485
                      70                      -3.3036488
                      75                       -3.672433
                      80                      -3.9540993
                      85                      -4.1283067
                      90                      -4.1805886
                      95                      -4.1055266
                     100                      -3.9081185
                     105                      -3.6026537
                     110                      -3.2096565
                     115                      -2.7522277
                     120                      -2.2530123
                     125                      -1.7323444
                     130                      -1.2074937
                     135                     -0.69265212
                     140                     -0.19929206
                     145                      0.26335949
                     150                      0.68786764
                     155                       1.0682125
                     160                       1.3994978
                     165                       1.6777346
                     170                       1.8996828
                     175                       2.0627348
                     180                       2.1648303

