        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.2859297
                    -175                       2.3266217
                    -170                       2.2986207
                    -165                       2.2017169
                    -160                       2.0358591
                    -155                       1.8011494
                    -150                       1.4978629
                    -145                       1.1265184
                    -140                      0.68804351
                    -135                      0.18410538
                    -130                     -0.38227461
                    -125                       -1.005638
                    -120                      -1.6762759
                    -115                       -2.377385
                    -110                      -3.0810864
                    -105                      -3.7440541
                    -100                      -4.3056028
                     -95                      -4.6939473
                     -90                      -4.8456518
                     -85                      -4.7325868
                     -80                      -4.3766006
                     -75                      -3.8381098
                     -70                      -3.1894332
                     -65                      -2.4936148
                     -60                      -1.7965324
                     -55                       -1.128076
                     -50                     -0.50641089
                     -45                     0.057914576
                     -40                      0.55896856
                     -35                      0.99349881
                     -30                       1.3597669
                     -25                        1.656881
                     -20                       1.8844321
                     -15                       2.0423096
                     -10                        2.130618
                      -5                       2.1496484
                       0                       2.0998787
                       5                       1.9821595
                      10                       1.7970926
                      15                       1.5459246
                      20                       1.2300357
                      25                      0.85109164
                      30                      0.41110185
                      35                    -0.087471551
                      40                     -0.64150963
                      45                      -1.2468686
                      50                      -1.8977421
                      55                      -2.5856018
                      60                      -3.2975362
                      65                       -4.013852
                      70                      -4.7051068
                      75                      -5.3295789
                      80                      -5.8337146
                      85                      -6.1593745
                      90                      -6.2596501
                      95                      -6.1171762
                     100                         -5.7523
                     105                      -5.2138527
                     110                      -4.5605684
                     115                       -3.845754
                     120                      -3.1105906
                     125                      -2.3839912
                     130                      -1.6852177
                     135                      -1.0268326
                     140                     -0.41705758
                     145                      0.13859694
                     150                       0.6362914
                     155                       1.0732256
                     160                       1.4472697
                     165                       1.7567547
                     170                        2.000357
                     175                       2.1770342
                     180                       2.2859297

