        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.8464581
                    -175                       1.8181994
                    -170                       1.7432311
                    -165                       1.6215533
                    -160                        1.453853
                    -155                       1.2415568
                    -150                      0.98692049
                    -145                      0.69316824
                    -140                      0.36469414
                    -135                    0.0073389493
                    -130                     -0.37125754
                    -125                      -0.7612525
                    -120                       -1.150217
                    -115                      -1.5229243
                    -110                      -1.8615547
                    -105                      -2.1466237
                    -100                      -2.3588678
                     -95                      -2.4820056
                     -90                       -2.505763
                     -85                      -2.4281098
                     -80                      -2.2557283
                     -75                      -2.0025407
                     -70                      -1.6868875
                     -65                       -1.328533
                     -60                     -0.94632384
                     -55                     -0.55682343
                     -50                     -0.17380418
                     -45                      0.19169944
                     -40                      0.53106164
                     -35                      0.83765483
                     -30                       1.1064648
                     -25                       1.3337752
                     -20                       1.5169313
                     -15                        1.654173
                     -10                       1.7445272
                      -5                       1.7877423
                       0                       1.7842557
                       5                        1.735285
                      10                       1.6424701
                      15                       1.5083698
                      20                       1.3362066
                      25                       1.1299512
                      30                      0.89434927
                      35                      0.63494426
                      40                      0.35809118
                      45                     0.070951567
                      50                     -0.21854426
                      55                     -0.50178773
                      60                     -0.76966021
                      65                       -1.012805
                      70                       -1.222022
                      75                      -1.3887834
                      80                      -1.5058364
                      85                      -1.5678157
                      90                      -1.5717683
                      95                      -1.5174345
                     100                      -1.4073304
                     105                       -1.246451
                     110                      -1.0417903
                     115                       -0.801728
                     120                     -0.53540465
                     125                     -0.25217372
                     130                     0.038823247
                     135                      0.32894952
                     140                        0.610251
                     145                      0.87554662
                     150                       1.1184597
                     155                       1.3334143
                     160                       1.5156128
                     165                       1.6610066
                     170                       1.7662661
                     175                        1.828754
                     180                       1.8464581

