        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.3478682
                    -175                        2.445328
                    -170                       2.4662269
                    -165                       2.4115732
                    -160                       2.2827471
                    -155                       2.0815534
                    -150                       1.8103082
                    -145                       1.4719853
                    -140                       1.0704658
                    -135                      0.61094991
                    -130                      0.10061226
                    -125                     -0.45040057
                    -120                      -1.0275553
                    -115                      -1.6101418
                    -110                      -2.1694843
                    -105                      -2.6681917
                    -100                      -3.0623016
                     -95                      -3.3082378
                     -90                      -3.3742284
                     -85                      -3.2513277
                     -80                      -2.9569215
                     -75                      -2.5280732
                     -70                      -2.0095792
                     -65                      -1.4437278
                     -60                     -0.86507416
                     -55                     -0.29949789
                     -50                      0.23453296
                     -45                      0.72409602
                     -40                       1.1601275
                     -35                       1.5361486
                     -30                       1.8473907
                     -25                       2.0902302
                     -20                       2.2618373
                     -15                       2.3599659
                     -10                       2.3828306
                      -5                       2.3290331
                       0                       2.1975157
                       5                       1.9875447
                      10                       1.6985729
                      15                        1.330361
                      20                       0.8827917
                      25                      0.35583063
                      30                     -0.25055787
                      35                      -0.9364918
                      40                      -1.7022163
                      45                      -2.5480372
                      50                      -3.4739817
                      55                      -4.4788424
                      60                       -5.557896
                      65                      -6.6978965
                      70                      -7.8669357
                      75                      -8.9965764
                      80                      -9.9597382
                      85                        -10.5711
                      90                      -10.661062
                      95                      -10.202398
                     100                      -9.3346998
                     105                      -8.2499598
                     110                      -7.0940345
                     115                      -5.9498968
                     120                       -4.857543
                     125                      -3.8340687
                     130                      -2.8858523
                     135                      -2.0147531
                     140                      -1.2209916
                     145                     -0.50438459
                     150                       0.1351942
                     155                      0.69770069
                     160                       1.1829535
                     165                       1.5907185
                     170                       1.9208023
                     175                       2.1731377
                     180                       2.3478682

