        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.0243173
                    -175                       2.0246034
                    -170                       1.9652906
                    -165                       1.8458663
                    -160                       1.6667061
                    -155                       1.4290865
                    -150                       1.1352397
                    -145                      0.78846859
                    -140                      0.39335019
                    -135                    -0.043940607
                    -130                     -0.51515175
                    -125                      -1.0092999
                    -120                      -1.5118715
                    -115                      -2.0040238
                    -110                      -2.4621404
                    -105                      -2.8583631
                    -100                      -3.1628763
                     -95                      -3.3483639
                     -90                      -3.3958987
                     -85                      -3.3000137
                     -80                      -3.0703307
                     -75                      -2.7287561
                     -70                         -2.3039
                     -65                      -1.8254173
                     -60                       -1.320147
                     -55                     -0.81038999
                     -50                     -0.31372743
                     -45                      0.15638322
                     -40                      0.58978264
                     -35                        0.978841
                     -30                       1.3178505
                     -25                       1.6025906
                     -20                       1.8300388
                     -15                       1.9981938
                     -10                       2.1059774
                      -5                       2.1531923
                       0                       2.1405173
                       5                       2.0694997
                      10                       1.9426644
                      15                       1.7634784
                      20                       1.5364163
                      25                       1.2669915
                      30                       0.9617706
                      35                      0.62835741
                      40                      0.27533386
                      45                    -0.087858436
                      50                     -0.45110884
                      55                     -0.80390797
                      60                      -1.1356936
                      65                      -1.4362537
                      70                      -1.6961534
                      75                      -1.9071435
                      80                      -2.0625111
                      85                      -2.1573449
                      90                      -2.1887072
                      95                       -2.155729
                     100                      -2.0596212
                     105                      -1.9036374
                     110                      -1.6929623
                     115                      -1.4345224
                     120                      -1.1367105
                     125                     -0.80903337
                     130                     -0.46170815
                     135                     -0.10524574
                     140                      0.24993905
                     145                      0.59386011
                     150                      0.91721878
                     155                       1.2115857
                     160                       1.4695131
                     165                       1.6845912
                     170                       1.8514619
                     175                       1.9658048
                     180                       2.0243173

