        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       1.2151278
                    -175                       1.2461634
                    -170                       1.2278904
                    -165                       1.1610275
                    -160                       1.0465148
                    -155                      0.88559381
                    -150                      0.67992579
                    -145                      0.43176024
                    -140                      0.14417184
                    -135                     -0.17861597
                    -130                     -0.53080532
                    -125                     -0.90449687
                    -120                      -1.2891003
                    -115                      -1.6707975
                    -110                      -2.0322929
                    -105                      -2.3532225
                    -100                      -2.6116495
                     -95                      -2.7868737
                     -90                      -2.8631917
                     -85                      -2.8334541
                     -80                       -2.700867
                     -75                      -2.4782166
                     -70                      -2.1847907
                     -65                      -1.8425309
                     -60                      -1.4727539
                     -55                      -1.0941343
                     -50                     -0.72190993
                     -45                     -0.36791935
                     -40                    -0.041060152
                     -35                      0.25212289
                     -30                      0.50687724
                     -25                      0.71977369
                     -20                      0.88834175
                     -15                       1.0107983
                     -10                       1.0858516
                      -5                       1.1125621
                       0                       1.0902466
                       5                       1.0184082
                      10                      0.89670179
                      15                      0.72493253
                      20                      0.50303982
                      25                      0.23114624
                      30                    -0.090358239
                      35                     -0.46066459
                      40                     -0.87829005
                      45                      -1.3406678
                      50                      -1.8435081
                      55                      -2.3798413
                      60                      -2.9386646
                      65                      -3.5032034
                      70                       -4.049069
                      75                      -4.5431564
                      80                      -4.9449118
                      85                      -5.2119196
                      90                      -5.3101885
                      95                      -5.2253916
                     100                      -4.9685286
                     105                      -4.5715807
                     110                      -4.0766127
                     115                      -3.5250184
                     120                      -2.9512179
                     125                      -2.3808848
                     130                       -1.831828
                     135                      -1.3157958
                     140                     -0.84025636
                     145                     -0.40980981
                     150                    -0.027198987
                     155                      0.30601061
                     160                      0.58899072
                     165                      0.82137453
                     170                       1.0030897
                     175                       1.1342625
                     180                       1.2151278

