        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.7970101
                    -175                       1.7840927
                    -170                       1.7235825
                    -165                       1.6153306
                    -160                       1.4598307
                    -155                       1.2582591
                    -150                       1.0125496
                    -145                      0.72551826
                    -140                      0.40105268
                    -135                     0.044382262
                    -130                     -0.33756096
                    -125                     -0.73570039
                    -120                      -1.1383433
                    -115                      -1.5308062
                    -110                      -1.8953711
                    -105                      -2.2119119
                    -100                      -2.4595316
                     -95                      -2.6193079
                     -90                      -2.6776919
                     -85                      -2.6294719
                     -80                      -2.4790247
                     -75                      -2.2393105
                     -70                      -1.9290025
                     -65                      -1.5690756
                     -60                      -1.1799518
                     -55                     -0.77973516
                     -50                     -0.38348885
                     -45                   -0.0032207787
                     -40                      0.35176553
                     -35                      0.67440269
                     -30                       0.9594104
                     -25                       1.2029234
                     -20                       1.4022089
                     -15                       1.5554659
                     -10                       1.6616891
                      -5                       1.7205834
                       0                       1.7325126
                       5                        1.698563
                      10                       1.6202216
                      15                        1.499785
                      20                       1.3401433
                      25                       1.1448448
                      30                      0.91812218
                      35                      0.66492307
                      40                      0.39094612
                      45                      0.10267621
                      50                     -0.19259036
                      55                     -0.48674868
                      60                     -0.77094406
                      65                      -1.0357244
                      70                      -1.2713277
                      75                      -1.4681373
                      80                      -1.6173064
                      85                      -1.7115029
                      90                      -1.7456703
                      95                       -1.717598
                     100                      -1.6282885
                     105                      -1.4818368
                     110                      -1.2849979
                     115                      -1.0464891
                     120                     -0.77619809
                     125                     -0.48444553
                     130                     -0.18139395
                     135                      0.12336291
                     140                      0.42104462
                     145                      0.70379927
                     150                      0.96473148
                     155                       1.1978791
                     160                       1.3981652
                     165                       1.5613413
                     170                       1.6839325
                     175                       1.7631885
                     180                       1.7970101

