        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.0777654
                    -175                       2.0944462
                    -170                       2.0558495
                    -165                       1.9620498
                    -160                       1.8135195
                    -155                       1.6111712
                    -150                       1.3564397
                    -145                       1.0514203
                    -140                      0.69908974
                    -135                      0.30364378
                    -130                     -0.12901044
                    -125                     -0.59057221
                    -120                      -1.0694732
                    -115                      -1.5498984
                    -110                      -2.0109722
                    -105                      -2.4266673
                    -100                      -2.7672727
                     -95                      -3.0031761
                     -90                      -3.1107987
                     -85                      -3.0788116
                     -80                      -2.9116004
                     -75                      -2.6279028
                     -70                      -2.2554771
                     -65                      -1.8246918
                     -60                      -1.3636369
                     -55                     -0.89564954
                     -50                     -0.43879865
                     -45                   -0.0064514991
                     -40                      0.39177685
                     -35                        0.749084
                     -30                       1.0607074
                     -25                       1.3233476
                     -20                       1.5347629
                     -15                       1.6934966
                     -10                       1.7986997
                      -5                       1.8500199
                       0                       1.8475359
                       5                       1.7917205
                      10                       1.6834441
                      15                       1.5239423
                      20                       1.3148778
                      25                       1.0583797
                      30                      0.75712786
                      35                      0.41448567
                      40                     0.034699156
                      45                      -0.3768155
                      50                     -0.81307618
                      55                      -1.2650238
                      60                      -1.7209256
                      65                       -2.165799
                      70                      -2.5810883
                      75                       -2.944985
                      80                      -3.2338774
                      85                      -3.4252405
                      90                      -3.5016701
                      95                      -3.4548492
                     100                      -3.2877499
                     105                      -3.0139199
                     110                      -2.6542503
                     115                      -2.2327585
                     120                      -1.7729747
                     125                      -1.2957166
                     130                     -0.81821083
                     135                     -0.35412114
                     140                     0.085975135
                     145                      0.49398142
                     150                      0.86371422
                     155                       1.1904387
                     160                       1.4705168
                     165                       1.7011535
                     170                       1.8802197
                     175                       2.0061326
                     180                       2.0777654

