        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.1240551
                    -175                       2.1215469
                    -170                       2.0387266
                    -165                       1.8744365
                    -160                       1.6273912
                    -155                       1.2960491
                    -150                      0.87845155
                    -145                      0.37203392
                    -140                      -0.2265724
                    -135                     -0.92169703
                    -130                      -1.7186214
                    -125                      -2.6231002
                    -120                      -3.6396912
                    -115                      -4.7672008
                    -110                      -5.9874943
                    -105                      -7.2407569
                    -100                      -8.3821548
                     -95                      -9.1501524
                     -90                      -9.2625593
                     -85                      -8.6673207
                     -80                       -7.601388
                     -75                      -6.3531908
                     -70                      -5.1039273
                     -65                      -3.9348694
                     -60                      -2.8737785
                     -55                      -1.9255411
                     -50                      -1.0867529
                     -45                     -0.35183091
                     -40                      0.28465241
                     -35                      0.82721589
                     -30                       1.2793515
                     -25                       1.6436424
                     -20                       1.9219504
                     -15                       2.1156073
                     -10                       2.2255831
                      -5                       2.2526231
                       0                       2.1973539
                       5                       2.0603908
                      10                       1.8423025
                      15                       1.5437232
                      20                       1.1653405
                      25                      0.70790633
                      30                      0.17226154
                      35                      -0.4405904
                      40                      -1.1293003
                      45                      -1.8917649
                      50                      -2.7242846
                      55                       -3.619912
                      60                      -4.5653766
                      65                      -5.5357304
                      70                       -6.486134
                      75                      -7.3425089
                      80                      -7.9995208
                      85                       -8.342667
                      90                      -8.3005801
                      95                      -7.8902741
                     100                      -7.2048079
                     105                      -6.3582902
                     110                      -5.4435632
                     115                      -4.5214363
                     120                      -3.6271529
                     125                      -2.7798258
                     130                      -1.9895521
                     135                      -1.2617642
                     140                     -0.59963323
                     145                   -0.0053105334
                     150                      0.51947226
                     155                      0.97314117
                     160                       1.3541869
                     165                       1.6611498
                     170                       1.8926332
                     175                       2.0473203
                     180                       2.1240551

