        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.8980805
                    -175                       1.8542526
                    -170                       1.7361512
                    -165                       1.5427447
                    -160                        1.272894
                    -155                      0.92528337
                    -150                      0.49834856
                    -145                   -0.0097772569
                    -140                     -0.60125106
                    -135                      -1.2783443
                    -130                      -2.0429016
                    -125                      -2.8950238
                    -120                      -3.8301553
                    -115                      -4.8330599
                    -110                      -5.8663735
                    -105                      -6.8523667
                    -100                      -7.6556121
                     -95                      -8.0985026
                     -90                      -8.0482375
                     -85                      -7.5207555
                     -80                      -6.6665814
                     -75                      -5.6592902
                     -70                      -4.6224874
                     -65                      -3.6243099
                     -60                      -2.6964872
                     -55                      -1.8514105
                     -50                      -1.0923582
                     -45                     -0.41877003
                     -40                      0.17123532
                     -35                      0.67973775
                     -30                       1.1085694
                     -25                       1.4591847
                     -20                       1.7326704
                     -15                       1.9298118
                     -10                       2.0511726
                      -5                         2.09717
                       0                       2.0681371
                       5                       1.9644206
                      10                        1.786251
                      15                        1.533946
                      20                       1.2078385
                      25                       0.8083108
                      30                      0.33584406
                      35                     -0.20886767
                      40                      -0.8246724
                      45                      -1.5094683
                      50                      -2.2592636
                      55                      -3.0664554
                      60                      -3.9168279
                      65                      -4.7847117
                      70                      -5.6262781
                      75                      -6.3732522
                      80                      -6.9344888
                      85                      -7.2169577
                      90                      -7.1664959
                      95                      -6.7993304
                     100                      -6.1915797
                     105                      -5.4383777
                     110                      -4.6205185
                     115                      -3.7936679
                     120                        -2.99174
                     125                      -2.2339344
                     130                      -1.5306739
                     135                     -0.88753588
                     140                     -0.30758062
                     145                      0.20735789
                     150                      0.65599356
                     155                        1.037254
                     160                       1.3501319
                     165                       1.5936318
                     170                         1.76676
                     175                       1.8685309
                     180                       1.8980805

