        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.0868486
                    -175                       2.0462224
                    -170                       1.9710558
                    -165                       1.8618656
                    -160                        1.719907
                    -155                       1.5471676
                    -150                       1.3463986
                    -145                       1.1211546
                    -140                      0.87584018
                    -135                      0.61575542
                    -130                         0.34713
                    -125                      0.07712646
                    -120                     -0.18621588
                    -115                     -0.43413231
                    -110                     -0.65741833
                    -105                     -0.84687786
                    -100                     -0.99393434
                     -95                       -1.091356
                     -90                      -1.1339908
                     -85                      -1.1193641
                     -80                      -1.0479971
                     -75                      -0.9233621
                     -70                     -0.75148083
                     -65                     -0.54027136
                     -60                     -0.29879052
                     -55                    -0.036513493
                     -50                      0.23725422
                     -45                      0.51379462
                     -40                      0.78523214
                     -35                       1.0446582
                     -30                       1.2861653
                     -25                       1.5048255
                     -20                       1.6966424
                     -15                       1.8584922
                     -10                       1.9880671
                      -5                       2.0838248
                       0                       2.1449516
                       5                       2.1712898
                      10                       2.1634234
                      15                       2.1225317
                      20                        2.050448
                      25                       1.9496356
                      30                       1.8231797
                      35                       1.6747761
                      40                        1.508714
                      45                       1.3298462
                      50                       1.1435402
                      55                      0.95560075
                      60                      0.77215451
                      65                      0.59948815
                      70                      0.44383329
                      75                      0.31110007
                      80                      0.20657077
                      85                      0.13457796
                      90                     0.098204962
                      95                     0.099040497
                     100                      0.13705107
                     105                      0.21056466
                     110                      0.31639077
                     115                      0.45004916
                     120                      0.60607211
                     125                       0.7783374
                     130                      0.96039266
                     135                       1.1457428
                     140                       1.3280853
                     145                       1.5014884
                     150                       1.6605191
                     155                       1.8003266
                     160                       1.9166942
                     165                       2.0060675
                     170                       2.0655674
                     175                       2.0929956
                     180                       2.0868486

