        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.9464263
                    -175                       1.9280814
                    -170                       1.8548453
                    -165                       1.7270538
                    -160                       1.5453601
                    -155                       1.3107916
                    -150                       1.0248463
                    -145                      0.68964919
                    -140                      0.30819736
                    -135                     -0.11527114
                    -130                     -0.57473898
                    -125                      -1.0616632
                    -120                       -1.564016
                    -115                      -2.0652078
                    -110                      -2.5431965
                    -105                      -2.9704167
                    -100                      -3.3154767
                     -95                      -3.5474474
                     -90                      -3.6424535
                     -85                      -3.5903037
                     -80                      -3.3977286
                     -75                      -3.0862222
                     -70                      -2.6858407
                     -65                      -2.2283456
                     -60                      -1.7423389
                     -55                       -1.251064
                     -50                     -0.77218541
                     -45                     -0.31856988
                     -40                      0.10064176
                     -35                      0.47903734
                     -30                       0.8121396
                     -25                       1.0968256
                     -20                       1.3309238
                     -15                       1.5129444
                     -10                       1.6419047
                      -5                       1.7172182
                       0                       1.7386291
                       5                       1.7061523
                      10                       1.6201457
                      15                       1.4812004
                      20                        1.290242
                      25                       1.0485734
                      30                      0.75797467
                      35                       0.4208651
                      40                      0.04055227
                      45                      -0.3783959
                      50                     -0.82961717
                      55                      -1.3042287
                      60                      -1.7899186
                      65                      -2.2699697
                      70                      -2.7225342
                      75                      -3.1207782
                      80                      -3.4347538
                      85                      -3.6356479
                      90                      -3.7019516
                      95                      -3.6253499
                     100                       -3.413323
                     105                      -3.0868566
                     110                      -2.6746769
                     115                      -2.2070078
                     120                      -1.7111532
                     125                      -1.2094725
                     130                     -0.71914422
                     135                     -0.25285285
                     140                      0.18023989
                     145                      0.57357695
                     150                      0.92246567
                     155                       1.2235303
                     160                       1.4743281
                     165                       1.6730906
                     170                       1.8185543
                     175                       1.9098527
                     180                       1.9464263

