        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.2911765
                    -175                       2.3708931
                    -170                       2.4213561
                    -165                       2.4442446
                    -160                       2.4416552
                    -155                       2.4161056
                    -150                       2.3705354
                    -145                       2.3082966
                    -140                       2.2331292
                    -135                       2.1491158
                    -130                       2.0606064
                    -125                       1.9721102
                    -120                       1.8881497
                    -115                       1.8130795
                    -110                       1.7508786
                    -105                        1.704932
                    -100                       1.6778237
                     -95                       1.6711673
                     -90                       1.6854987
                     -85                        1.720247
                     -80                       1.7737796
                     -75                       1.8435324
                     -70                       1.9261837
                     -65                       2.0178586
                     -60                       2.1143371
                     -55                       2.2112454
                     -50                       2.3042181
                     -45                       2.3890263
                     -40                       2.4616711
                     -35                       2.5184473
                     -30                       2.5559826
                     -25                       2.5712601
                     -20                       2.5616278
                     -15                       2.5248028
                     -10                       2.4588725
                      -5                       2.3622979
                       0                       2.2339214
                       5                       2.0730652
                      10                       1.8791942
                      15                       1.6525706
                      20                       1.3938816
                      25                       1.1044633
                      30                      0.78644446
                      35                      0.44294009
                      40                     0.078301759
                      45                     -0.30157874
                      50                     -0.68893267
                      55                      -1.0738001
                      60                      -1.4438453
                      65                      -1.7844743
                      70                      -2.0794671
                      75                      -2.3123073
                      80                      -2.4682013
                      85                      -2.5364436
                      90                      -2.5124283
                      95                      -2.3986338
                     100                      -2.2039919
                     105                      -1.9421351
                     110                       -1.629043
                     115                      -1.2808974
                     120                     -0.91257352
                     125                     -0.53684858
                     130                     -0.16417767
                     135                      0.19717958
                     140                      0.54086707
                     145                      0.86209839
                     150                       1.1573476
                     155                       1.4240923
                     160                       1.6606146
                     165                       1.8658546
                     170                       2.0393085
                     175                         2.18096
                     180                       2.2911765

