        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.0139933
                    -175                       2.0484058
                    -170                       2.0558974
                    -165                       2.0375609
                    -160                       1.9951173
                    -155                        1.930902
                    -150                       1.8477981
                    -145                       1.7491569
                    -140                       1.6387061
                    -135                       1.5204468
                    -130                       1.3985416
                    -125                        1.277197
                    -120                       1.1605421
                    -115                       1.0525093
                    -110                      0.95671916
                    -105                      0.87637294
                    -100                      0.81415499
                     -95                      0.77214771
                     -90                      0.75176024
                     -85                      0.75367621
                     -80                      0.77781109
                     -75                       0.8233034
                     -70                       0.8885273
                     -65                       0.9711321
                     -60                       1.0681123
                     -55                       1.1759059
                     -50                       1.2905166
                     -45                       1.4076547
                     -40                       1.5228878
                     -35                       1.6317939
                     -30                       1.7301083
                     -25                       1.8138598
                     -20                       1.8794903
                     -15                       1.9239561
                     -10                       1.9448112
                      -5                       1.9402714
                       0                       1.9091774
                       5                       1.8514145
                      10                       1.7672434
                      15                       1.6578709
                      20                       1.5252257
                      25                       1.3719554
                      30                        1.201383
                      35                       1.0174447
                      40                       0.8246077
                      45                      0.62776768
                      50                      0.43212458
                      55                      0.24303851
                      60                     0.065868148
                      65                    -0.094203631
                      70                     -0.23235083
                      75                     -0.34428435
                      80                     -0.42642241
                      85                     -0.47604209
                      90                     -0.49140172
                      95                     -0.47182778
                     100                     -0.41776434
                     105                     -0.33075734
                     110                     -0.21340015
                     115                    -0.069226597
                     120                     0.097438544
                     125                      0.28166116
                     130                      0.47809865
                     135                      0.68120627
                     140                      0.88543649
                     145                       1.0854213
                     150                       1.2761306
                     155                       1.4530039
                     160                       1.6120538
                     165                       1.7499433
                     170                       1.8640395
                     175                       1.9524465
                     180                       2.0139933

