        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.1208996
                    -175                       1.0962172
                    -170                       1.0311948
                    -165                      0.92608863
                    -160                      0.78178619
                    -155                      0.59985805
                    -150                      0.38263578
                    -145                      0.13332186
                    -140                     -0.14386479
                    -135                     -0.44350858
                    -130                     -0.75879308
                    -125                      -1.0813022
                    -120                      -1.4008837
                    -115                      -1.7056694
                    -110                      -1.9823772
                    -105                       -2.217026
                    -100                      -2.3961305
                     -95                      -2.5082891
                     -90                      -2.5458615
                     -85                      -2.5062665
                     -80                      -2.3924439
                     -75                      -2.2123509
                     -70                      -1.9776063
                     -65                      -1.7018115
                     -60                      -1.3989762
                     -55                      -1.0823478
                     -50                     -0.76372105
                     -45                     -0.45315439
                     -40                      -0.1589614
                     -35                      0.11214688
                     -30                      0.35486113
                     -25                      0.56506965
                     -20                       0.7396791
                     -15                      0.87647026
                     -10                      0.97398936
                      -5                       1.0314711
                       0                       1.0487881
                       5                       1.0263776
                      10                      0.96537671
                      15                      0.86744821
                      20                      0.73488517
                      25                      0.57062206
                      30                      0.37827023
                      35                      0.16216014
                      40                    -0.072614694
                      45                     -0.32016103
                      50                     -0.57377118
                      55                     -0.82595228
                      60                      -1.0685285
                      65                      -1.2928489
                      70                      -1.4901298
                      75                      -1.6519408
                      80                      -1.7708114
                      85                      -1.8408871
                      90                      -1.8585311
                      95                      -1.8226999
                     100                      -1.7351192
                     105                      -1.6000472
                     110                      -1.4238225
                     115                      -1.2142412
                     120                     -0.97990189
                     125                     -0.72962165
                     130                     -0.47198203
                     135                     -0.21502023
                     140                      0.03395053
                     145                      0.26842195
                     150                      0.48270563
                     155                      0.67190962
                     160                      0.83189713
                     165                      0.95924045
                     170                       1.0511782
                     175                         1.10558
                     180                       1.1208996

