        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.2983962
                    -175                        2.371597
                    -170                       2.3698023
                    -165                       2.2936046
                    -160                       2.1437331
                    -155                       1.9211068
                    -150                       1.6269174
                    -145                       1.2627773
                    -140                      0.83098619
                    -135                      0.33500275
                    -130                     -0.21974739
                    -125                     -0.82454526
                    -120                      -1.4653204
                    -115                      -2.1197447
                    -110                      -2.7538246
                    -105                       -3.319544
                    -100                      -3.7570606
                     -95                       -4.005831
                     -90                      -4.0245418
                     -85                      -3.8093342
                     -80                      -3.3957026
                     -75                       -2.842363
                     -70                      -2.2105169
                     -65                       -1.550825
                     -60                     -0.89985425
                     -55                     -0.28192084
                     -50                      0.28752238
                     -45                      0.79882927
                     -40                       1.2459387
                     -35                         1.62492
                     -30                       1.9330758
                     -25                        2.168412
                     -20                       2.3293336
                     -15                        2.414473
                     -10                       2.4225931
                      -5                       2.3525237
                       0                       2.2031086
                       5                       1.9733602
                      10                        1.661539
                      15                        1.266246
                      20                       0.7854587
                      25                      0.21647085
                      30                     -0.44446642
                      35                      -1.2026536
                      40                      -2.0656689
                      45                      -3.0444104
                      50                       -4.154597
                      55                      -5.4189049
                      60                      -6.8698183
                      65                      -8.5524429
                      70                      -10.522052
                      75                      -12.808692
                      80                       -15.22239
                      85                      -16.751256
                      90                      -15.980104
                      95                      -13.750685
                     100                      -11.431438
                     105                      -9.4050175
                     110                      -7.6771493
                     115                      -6.1924874
                     120                      -4.9006938
                     125                      -3.7646353
                     130                      -2.7582936
                     135                      -1.8637376
                     140                      -1.0687161
                     145                     -0.36493325
                     150                      0.25316247
                     155                      0.78923087
                     160                       1.2456462
                     165                       1.6239312
                     170                       1.9250692
                     175                       2.1497283
                     180                       2.2983962

