        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.1480625
                    -175                       2.1000238
                    -170                       2.0129024
                    -165                       1.8875767
                    -160                       1.7256872
                    -155                       1.5296136
                    -150                       1.3025018
                    -145                       1.0483019
                    -140                      0.77181389
                    -135                      0.47873826
                    -130                      0.17572015
                    -125                     -0.12962897
                    -120                     -0.42875934
                    -115                     -0.71229808
                    -110                     -0.97029588
                    -105                      -1.1926465
                    -100                      -1.3696971
                     -95                      -1.4930193
                     -90                      -1.5562457
                     -85                      -1.5558147
                     -80                      -1.4914499
                     -75                      -1.3662362
                     -70                      -1.1862746
                     -65                     -0.96000068
                     -60                     -0.69733402
                     -55                     -0.40883438
                     -50                     -0.10499246
                     -45                      0.20428515
                     -40                      0.50999641
                     -35                       0.8042045
                     -30                       1.0800854
                     -25                       1.3319059
                     -20                       1.5549659
                     -15                       1.7455271
                     -10                       1.9007432
                      -5                        2.018597
                       0                       2.0978493
                       5                       2.1379875
                      10                       2.1392504
                      15                       2.1025292
                      20                       2.0294176
                      25                       1.9221991
                      30                       1.7838571
                      35                       1.6180919
                      40                       1.4293392
                      45                       1.2227875
                      50                       1.0043815
                      55                      0.78079983
                      60                      0.55938655
                      65                      0.34801082
                      70                      0.15483091
                      75                    -0.012056833
                      80                     -0.14508411
                      85                     -0.23776158
                      90                     -0.28524584
                      95                     -0.28484015
                     100                     -0.23629415
                     105                     -0.14187137
                     110                   -0.0061367608
                     115                      0.16447766
                     120                       0.3622389
                     125                      0.57870653
                     130                        0.805268
                     135                       1.0335648
                     140                       1.2557947
                     145                       1.4648999
                     150                       1.6546663
                     155                       1.8197581
                     160                        1.955715
                     165                       2.0589267
                     170                          2.1266
                     175                       2.1567257
                     180                       2.1480625

