        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3158031
                    -175                       2.3973783
                    -170                       2.3919854
                    -165                       2.2985469
                    -160                       2.1158879
                    -155                       1.8425658
                    -150                       1.4766569
                    -145                       1.0154935
                    -140                      0.45535114
                    -135                     -0.20890078
                    -130                     -0.98412972
                    -125                       -1.879087
                    -120                      -2.9039083
                    -115                      -4.0677183
                    -110                      -5.3710212
                    -105                      -6.7846203
                    -100                      -8.1990319
                     -95                      -9.3414718
                     -90                      -9.7855066
                     -85                       -9.298383
                     -80                      -8.1384838
                     -75                      -6.7291071
                     -70                      -5.3311981
                     -65                      -4.0472219
                     -60                      -2.9035796
                     -55                      -1.8988918
                     -50                      -1.0238765
                     -45                     -0.26847513
                     -40                      0.37593251
                     -35                      0.91609272
                     -30                       1.3570455
                     -25                         1.70246
                     -20                       1.9549837
                     -15                       2.1165515
                     -10                       2.1886466
                      -5                       2.1725105
                       0                       2.0693111
                       5                       1.8802437
                      10                       1.6067374
                      15                       1.2503957
                      20                      0.81314095
                      25                      0.29725604
                      30                     -0.29454553
                      35                     -0.95901109
                      40                      -1.6921566
                      45                      -2.4889101
                      50                      -3.3424511
                      55                       -4.243014
                      60                      -5.1757975
                      65                       -6.117533
                      70                      -7.0314673
                      75                      -7.8617065
                      80                      -8.5310539
                      85                      -8.9508652
                      90                      -9.0494305
                      95                      -8.8070319
                     100                      -8.2673455
                     105                      -7.5132143
                     110                      -6.6311346
                     115                      -5.6901792
                     120                      -4.7380756
                     125                      -3.8055409
                     130                      -2.9119511
                     135                      -2.0697463
                     140                      -1.2872845
                     145                     -0.57053093
                     150                     0.075988487
                     155                        0.648666
                     160                       1.1445314
                     165                       1.5610998
                     170                       1.8962838
                     175                        2.148332
                     180                       2.3158031

