        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.9223803
                    -175                       1.9151838
                    -170                       1.8500243
                    -165                       1.7260642
                    -160                        1.543033
                    -155                       1.3012516
                    -150                       1.0017029
                    -145                      0.64617718
                    -140                      0.23753106
                    -135                     -0.21988186
                    -130                     -0.71953565
                    -125                      -1.2517336
                    -120                      -1.8022465
                    -115                      -2.3506941
                    -110                       -2.869124
                    -105                      -3.3218506
                    -100                      -3.6682181
                     -95                      -3.8696567
                     -90                      -3.9000327
                     -85                      -3.7545878
                     -80                      -3.4517586
                     -75                      -3.0265044
                     -70                         -2.5198
                     -65                      -1.9699322
                     -60                       -1.408108
                     -55                     -0.85766583
                     -50                      -0.3351632
                     -45                      0.14799783
                     -40                      0.58407663
                     -35                      0.96784762
                     -30                       1.2958021
                     -25                        1.565628
                     -20                       1.7758896
                     -15                       1.9258438
                     -10                        2.015347
                      -5                       2.0448198
                       0                       2.0152517
                       5                       1.9282296
                      10                       1.7859872
                      15                       1.5914727
                      20                       1.3484169
                      25                       1.0614245
                      30                      0.73607177
                      35                      0.37901106
                      40                   -0.0019274787
                      45                     -0.39765314
                      50                     -0.79777902
                      55                      -1.1906752
                      60                      -1.5636658
                      65                       -1.903428
                      70                      -2.1966391
                      75                      -2.4308657
                      80                      -2.5956185
                      85                      -2.6834006
                      90                      -2.6905205
                      95                      -2.6174835
                     100                      -2.4688166
                     105                      -2.2524455
                     110                      -1.9787573
                     115                      -1.6595908
                     120                      -1.3073315
                     125                     -0.93421376
                     130                     -0.55184882
                     135                     -0.17095011
                     140                      0.19879507
                     145                      0.54875789
                     150                      0.87134397
                     155                       1.1599408
                     160                        1.408854
                     165                       1.6132411
                     170                       1.7690489
                     175                       1.8729554
                     180                       1.9223803

