        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.1630149
                    -175                       2.2089238
                    -170                       2.2460176
                    -165                       2.2743325
                    -160                       2.2941399
                    -155                       2.3059295
                    -150                       2.3103885
                    -145                       2.3083743
                    -140                       2.3008839
                    -135                       2.2890186
                    -130                       2.2739463
                    -125                       2.2568614
                    -120                       2.2389439
                    -115                       2.2213186
                    -110                       2.2050158
                    -105                       2.1909348
                    -100                       2.1798118
                     -95                       2.1721934
                     -90                       2.1684164
                     -85                        2.168597
                     -80                       2.1726223
                     -75                       2.1801606
                     -70                       2.1906701
                     -65                       2.2034205
                     -60                         2.21752
                     -55                       2.2319482
                     -50                       2.2455933
                     -45                       2.2572927
                     -40                       2.2658739
                     -35                       2.2701967
                     -30                       2.2691932
                     -25                       2.2619057
                     -20                       2.2475207
                     -15                       2.2253994
                     -10                       2.1951023
                      -5                       2.1564089
                       0                       2.1093315
                       5                       2.0540912
                      10                       1.9912287
                      15                         1.92146
                      20                       1.8457417
                      25                       1.7652386
                      30                       1.6812997
                      35                       1.5954294
                      40                       1.5092529
                      45                       1.4244771
                      50                       1.3428476
                      55                       1.2661034
                      60                        1.195929
                      65                       1.1339068
                      70                       1.0814708
                      75                       1.0398628
                      80                        1.010093
                      85                      0.99290714
                      90                      0.98876416
                      95                       0.9978058
                     100                       1.0198704
                     105                       1.0544827
                     110                       1.1008711
                     115                       1.1579909
                     120                       1.2245573
                     125                        1.299085
                     130                       1.3799338
                     135                       1.4653583
                     140                       1.5535588
                     145                       1.6427329
                     150                       1.7311243
                     155                       1.8170689
                     160                       1.8990359
                     165                       1.9756636
                     170                       2.0457889
                     175                       2.1084699
                     180                       2.1630149

