        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       1.8386679
                    -175                       1.8744079
                    -170                       1.8828522
                    -165                       1.8651274
                    -160                       1.8229575
                    -155                       1.7586301
                    -150                       1.6749497
                    -145                       1.5751833
                    -140                       1.4629945
                    -135                       1.3423679
                    -130                       1.2175208
                    -125                       1.0928023
                    -120                       0.9725792
                    -115                       0.8611094
                    -110                      0.76240407
                    -105                      0.68008262
                    -100                      0.61722634
                     -95                      0.57623909
                     -90                      0.55872595
                     -85                      0.56540297
                     -80                       0.5960402
                     -75                      0.64945786
                     -70                      0.72357385
                     -65                      0.81549396
                     -60                      0.92164295
                     -55                       1.0379229
                     -50                        1.159886
                     -45                       1.2829087
                     -40                        1.402357
                     -35                       1.5137363
                     -30                       1.6128203
                     -25                        1.695759
                     -20                       1.7591654
                     -15                       1.8001843
                     -10                        1.816544
                      -5                       1.8065948
                       0                       1.7693101
                       5                         1.70447
                      10                       1.6123233
                      15                        1.493921
                      20                       1.3509842
                      25                       1.1859154
                      30                       1.0017877
                      35                      0.80232594
                      40                      0.59187778
                      45                      0.37536851
                      50                       0.1582341
                      55                    -0.053676453
                      60                     -0.25423857
                      65                     -0.43723756
                      70                     -0.59660628
                      75                     -0.72671093
                      80                     -0.82266928
                      85                     -0.88067209
                      90                     -0.89826697
                      95                     -0.87456064
                     100                     -0.81031689
                     105                     -0.70789927
                     110                      -0.5711017
                     115                     -0.40487626
                     120                     -0.21500443
                     125                   -0.0077559422
                     130                      0.21042833
                     135                      0.43320601
                     140                      0.65454579
                     145                      0.86888369
                     150                       1.0712304
                     155                       1.2572401
                     160                       1.4232499
                     165                       1.5662998
                     170                       1.6841386
                     175                       1.7752205
                     180                       1.8386679

