        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.0457632
                    -175                       2.0563363
                    -170                       2.0591647
                    -165                       2.0545325
                    -160                       2.0429445
                    -155                       2.0251096
                    -150                       2.0019184
                    -145                       1.9744164
                    -140                       1.9437721
                    -135                       1.9112415
                    -130                       1.8781299
                    -125                       1.8457505
                    -120                       1.8153832
                    -115                       1.7882328
                    -110                       1.7653886
                    -105                       1.7477877
                    -100                       1.7361822
                     -95                       1.7311118
                     -90                       1.7328845
                     -85                       1.7415656
                     -80                       1.7569682
                     -75                       1.7786675
                     -70                       1.8060089
                     -65                       1.8381312
                     -60                       1.8739956
                     -55                       1.9124206
                     -50                       1.9521208
                     -45                       1.9917489
                     -40                       2.0299387
                     -35                       2.0653477
                     -30                       2.0966989
                     -25                       2.1228184
                     -20                       2.1426708
                     -15                        2.155389
                     -10                       2.1602998
                      -5                       2.1569432
                       0                        2.145087
                       5                       2.1247114
                      10                       2.0960879
                      15                       2.0596863
                      20                       2.0162079
                      25                       1.9665637
                      30                       1.9118536
                      35                       1.8533395
                      40                       1.7924144
                      45                       1.7305658
                      50                       1.6693361
                      55                       1.6102792
                      60                       1.5549153
                      65                       1.5046854
                      70                       1.4609057
                      75                       1.4247255
                      80                       1.3970886
                      85                       1.3787014
                      90                         1.37001
                      95                       1.3711757
                     100                       1.3820824
                     105                       1.4023321
                     110                       1.4312613
                     115                       1.4679647
                     120                       1.5113272
                     125                       1.5600622
                     130                       1.6127553
                     135                       1.6679103
                     140                       1.7239973
                     145                       1.7794992
                     150                       1.8329568
                     155                       1.8830099
                     160                       1.9284346
                     165                       1.9681751
                     170                       2.0013695
                     175                       2.0273704
                     180                       2.0457632

