        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.0187997
                    -175                       2.0462398
                    -170                       2.0132856
                    -165                       1.9198648
                    -160                       1.7668059
                    -155                       1.5558629
                    -150                       1.2897828
                    -145                      0.97243101
                    -140                      0.60899752
                    -135                      0.20630564
                    -130                       -0.226758
                    -125                       -0.678698
                    -120                      -1.1348106
                    -115                      -1.5766987
                    -110                      -1.9822334
                    -105                      -2.3264553
                    -100                      -2.5839063
                     -95                      -2.7324701
                     -90                      -2.7578982
                     -85                      -2.6572971
                     -80                       -2.439886
                     -75                      -2.1245946
                     -70                      -1.7357779
                     -65                      -1.2988997
                     -60                     -0.83748074
                     -55                     -0.37159542
                     -50                     0.082448263
                     -45                      0.51177344
                     -40                        0.906356
                     -35                       1.2584407
                     -30                       1.5620552
                     -25                       1.8126469
                     -20                       2.0068335
                     -15                       2.1422437
                     -10                       2.2174264
                      -5                       2.2318086
                       0                       2.1856887
                       5                         2.08022
                      10                       1.9175592
                      15                       1.7007602
                      20                       1.4339118
                      25                       1.1221717
                      30                       0.7718137
                      35                      0.39026045
                      40                    -0.013910703
                      45                     -0.43100594
                      50                     -0.85031749
                      55                      -1.2603118
                      60                      -1.6489224
                      65                      -2.0039557
                      70                      -2.3136036
                      75                      -2.5670357
                      80                      -2.7550205
                      85                      -2.8705133
                      90                      -2.9091376
                      95                      -2.8695162
                     100                      -2.7533646
                     105                       -2.565388
                     110                      -2.3129486
                     115                      -2.0055653
                     120                      -1.6543058
                     125                      -1.2711475
                     130                     -0.86837506
                     135                     -0.45806838
                     140                    -0.051704326
                     145                      0.34012169
                     150                      0.70786833
                     155                       1.0431363
                     160                       1.3386946
                     165                        1.588467
                     170                       1.7874941
                     175                       1.9318842
                     180                       2.0187997

