        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3672754
                    -175                       2.4311211
                    -170                       2.4020227
                    -165                       2.2794078
                    -160                       2.0626677
                    -155                       1.7509874
                    -150                       1.3431274
                    -145                      0.83714826
                    -140                      0.23007767
                    -135                      -0.4824692
                    -130                       -1.306661
                    -125                      -2.2506441
                    -120                      -3.3240793
                    -115                      -4.5357007
                    -110                      -5.8853497
                    -105                      -7.3415278
                    -100                      -8.7869832
                     -95                      -9.9303832
                     -90                      -10.326929
                     -85                      -9.7627493
                     -80                      -8.5354572
                     -75                      -7.0781963
                     -70                      -5.6431974
                     -65                      -4.3250537
                     -60                      -3.1463544
                     -55                      -2.1044655
                     -50                       -1.190118
                     -45                     -0.39385569
                     -40                      0.29207707
                     -35                      0.87346235
                     -30                       1.3543601
                     -25                       1.7374897
                     -20                       2.0246035
                     -15                       2.2168098
                     -10                       2.3148379
                      -5                        2.319247
                       0                       2.2305881
                       5                       2.0495048
                      10                       1.7768947
                      15                       1.4138452
                      20                      0.96174959
                      25                      0.42230007
                      30                     -0.20250242
                      35                     -0.91032265
                      40                      -1.6984117
                      45                      -2.5633968
                      50                      -3.5007894
                      55                      -4.5039223
                      60                      -5.5617724
                      65                      -6.6547459
                      70                      -7.7471606
                      75                      -8.7758699
                      80                      -9.6391961
                      85                      -10.202404
                      90                      -10.343523
                      95                      -10.026859
                     100                      -9.3295014
                     105                       -8.386647
                     110                      -7.3227048
                     115                      -6.2232787
                     120                      -5.1390904
                     125                      -4.0982723
                     130                      -3.1163198
                     135                       -2.202158
                     140                      -1.3614147
                     145                     -0.59807104
                     150                     0.084749414
                     155                      0.68442716
                     160                       1.1987028
                     165                        1.625628
                     170                       1.9635528
                     175                       2.2111187
                     180                       2.3672754

