        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.2195161
                    -175                       2.2951703
                    -170                       2.3467473
                    -165                        2.375079
                    -160                       2.3814149
                    -155                        2.367404
                    -150                       2.3350764
                    -145                       2.2868213
                    -140                       2.2253587
                    -135                       2.1537012
                    -130                       2.0751026
                    -125                       1.9929908
                    -120                       1.9108804
                    -115                       1.8322664
                    -110                       1.7604984
                    -105                       1.6986412
                    -100                       1.6493294
                     -95                       1.6146285
                     -90                       1.5959161
                     -85                       1.5937977
                     -80                       1.6080608
                     -75                       1.6376907
                     -70                       1.6809268
                     -65                       1.7353641
                     -60                       1.7980853
                     -55                       1.8658087
                     -50                       1.9350383
                     -45                       2.0022058
                     -40                       2.0637948
                     -35                       2.1164463
                     -30                       2.1570407
                     -25                       2.1827623
                     -20                       2.1911458
                     -15                       2.1801098
                     -10                       2.1479824
                      -5                       2.0935188
                       0                       2.0159184
                       5                       1.9148748
                      10                       1.7904535
                      15                       1.6433331
                      20                       1.4746839
                      25                        1.286243
                      30                       1.0803574
                      35                      0.86003238
                      40                      0.62898015
                      45                      0.39166144
                      50                      0.15330569
                      55                     -0.08010956
                      60                     -0.30194542
                      65                     -0.50508214
                      70                     -0.68221644
                      75                     -0.82628222
                      80                      -0.9309729
                      85                     -0.99130562
                      90                      -1.0041304
                      95                     -0.96850457
                     100                      -0.8857908
                     105                     -0.75952063
                     110                     -0.59501017
                     115                     -0.39883225
                     120                      -0.1782479
                     125                     0.059312406
                     130                      0.30666129
                     135                      0.55714161
                     140                      0.80479704
                     145                       1.0444499
                     150                       1.2717139
                     155                       1.4829677
                     160                       1.6753069
                     165                       1.8464904
                     170                       1.9948865
                     175                       2.1194248
                     180                       2.2195161

