        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       1.8254919
                    -175                       1.8557361
                    -170                       1.8583747
                    -165                       1.8345415
                    -160                        1.785971
                    -155                       1.7149787
                    -150                       1.6244137
                    -145                       1.5176035
                    -140                       1.3982869
                    -135                       1.2705361
                    -130                       1.1386658
                    -125                       1.0071292
                    -120                      0.88040127
                    -115                      0.76284901
                    -110                      0.65859163
                    -105                       0.5713541
                    -100                      0.50431964
                     -95                      0.45998975
                     -90                       0.4400615
                     -85                      0.44533559
                     -80                      0.47565434
                     -75                      0.52989594
                     -70                      0.60601536
                     -65                      0.70113051
                     -60                      0.81164999
                     -55                      0.93343038
                     -50                         1.06195
                     -45                       1.1924866
                     -40                       1.3202879
                     -35                       1.4407272
                     -30                       1.5494386
                     -25                       1.6424309
                     -20                       1.7161795
                     -15                       1.7676983
                     -10                       1.7945942
                      -5                       1.7951072
                       0                       1.7681012
                       5                       1.7132902
                      10                       1.6308372
                      15                       1.5217221
                      20                       1.3876054
                      25                       1.2308346
                      30                       1.0544313
                      35                      0.86207034
                      40                      0.65804816
                      45                       0.4472355
                      50                      0.23500855
                      55                     0.027150615
                      60                     -0.17028412
                      65                     -0.35115219
                      70                     -0.50945134
                      75                     -0.63959605
                      80                     -0.73672345
                      85                     -0.79700299
                      90                     -0.81791248
                      95                     -0.79843662
                     100                     -0.73917426
                     105                     -0.64229369
                     110                     -0.51138318
                     115                      -0.3511994
                     120                     -0.16735638
                     125                     0.034003567
                     130                      0.24652151
                     135                      0.46389238
                     140                      0.68008282
                     145                      0.88949542
                     150                        1.087085
                     155                       1.2684359
                     160                       1.4298095
                     165                       1.5681698
                     170                       1.6811947
                     175                       1.7672761
                     180                       1.8254919

