        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       1.8069839
                    -175                       1.8009526
                    -170                       1.7424672
                    -165                       1.6314977
                    -160                       1.4681253
                    -155                       1.2526065
                    -150                      0.98548353
                    -145                      0.66776317
                    -140                      0.30119796
                    -135                     -0.11128025
                    -130                     -0.56491147
                    -125                      -1.0521743
                    -120                      -1.5615266
                    -115                      -2.0758885
                    -110                      -2.5712126
                    -105                       -3.015979
                    -100                      -3.3730243
                     -95                      -3.6050961
                     -90                      -3.6838833
                     -85                      -3.5990689
                     -80                      -3.3620703
                     -75                       -3.001929
                     -70                      -2.5560929
                     -65                      -2.0615242
                     -60                      -1.5493588
                     -55                      -1.0432416
                     -50                     -0.55991076
                     -45                     -0.11064878
                     -40                      0.29720958
                     -35                       0.6590347
                     -30                      0.97198535
                     -25                       1.2343729
                     -20                       1.4452373
                     -15                       1.6040718
                     -10                       1.7106485
                      -5                       1.7649109
                       0                       1.7669108
                       5                       1.7167572
                      10                       1.6146549
                      15                       1.4608755
                      20                       1.2557958
                      25                      0.99996671
                      30                      0.69422297
                      35                      0.33986082
                      40                    -0.061080907
                      45                     -0.50538763
                      50                     -0.98801973
                      55                      -1.5011776
                      60                      -2.0330393
                      65                      -2.5662408
                      70                       -3.076447
                      75                      -3.5318602
                      80                      -3.8950855
                      85                      -4.1287467
                      90                      -4.2045871
                      95                      -4.1124734
                     100                      -3.8641776
                     105                      -3.4890529
                     110                      -3.0248021
                     115                      -2.5085723
                     120                      -1.9716485
                     125                      -1.4378235
                     130                     -0.92400504
                     135                     -0.44167348
                     140                    0.0016105087
                     145                      0.40096819
                     150                      0.75329146
                     155                       1.0566121
                     160                       1.3096821
                     165                       1.5117011
                     170                        1.662145
                     175                       1.7606593
                     180                       1.8069839

