        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3083488
                    -175                       2.3675952
                    -170                       2.3584178
                    -165                       2.2794346
                    -160                       2.1295333
                    -155                       1.9078117
                    -150                       1.6135395
                    -145                       1.2461662
                    -140                      0.80541604
                    -135                      0.29154282
                    -130                     -0.29412547
                    -125                     -0.94813256
                    -120                       -1.662974
                    -115                      -2.4238055
                    -110                      -3.2032925
                    -105                      -3.9548929
                    -100                      -4.6076377
                     -95                      -5.0707627
                     -90                      -5.2586641
                     -85                      -5.1314182
                     -80                      -4.7187689
                     -75                      -4.1020436
                     -70                      -3.3736058
                     -65                      -2.6084095
                     -60                      -1.8567458
                     -55                      -1.1486117
                     -50                     -0.50050068
                     -45                     0.079145446
                     -40                      0.58638201
                     -35                        1.019666
                     -30                       1.3786963
                     -25                       1.6638089
                     -20                       1.8756889
                     -15                       2.0152575
                     -10                       2.0836552
                      -5                        2.082274
                       0                       2.0128146
                       5                       1.8774465
                      10                        1.678557
                      15                       1.4192628
                      20                       1.1032333
                      25                      0.73484065
                      30                      0.31926975
                      35                     -0.13734124
                      40                     -0.62771705
                      45                       -1.143204
                      50                      -1.6734635
                      55                      -2.2061139
                      60                      -2.7263723
                      65                      -3.2168275
                      70                      -3.6575677
                      75                      -4.0269773
                      80                      -4.3034924
                      85                      -4.4683398
                      90                      -4.5087597
                      95                      -4.4206674
                     100                       -4.209633
                     105                      -3.8897085
                     110                      -3.4806491
                     115                      -3.0046679
                     120                      -2.4837391
                     125                      -1.9379093
                     130                      -1.3845581
                     135                     -0.83831154
                     140                     -0.31129877
                     145                      0.18647048
                     150                      0.64672876
                     155                       1.0626277
                     160                       1.4284803
                     165                       1.7395618
                     170                       1.9919565
                     175                        2.182436
                     180                       2.3083488

