        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.0319918
                    -175                       2.0795919
                    -170                       2.0546995
                    -165                       1.9563849
                    -160                       1.7834324
                    -155                       1.5342647
                    -150                       1.2068471
                    -145                      0.79858174
                    -140                      0.30621219
                    -135                     -0.27421486
                    -130                     -0.94722727
                    -125                      -1.7174198
                    -120                      -2.5880714
                    -115                      -3.5578417
                    -110                      -4.6134299
                    -105                       -5.714582
                    -100                      -6.7684358
                     -95                      -7.6039281
                     -90                       -7.998079
                     -85                      -7.8111181
                     -80                      -7.1153229
                     -75                      -6.1247587
                     -70                      -5.0368912
                     -65                      -3.9701455
                     -60                      -2.9798416
                     -55                       -2.086549
                     -50                      -1.2947034
                     -45                     -0.60214051
                     -40                   -0.0044945107
                     -35                      0.50291036
                     -30                      0.92432308
                     -25                       1.2633438
                     -20                       1.5229209
                     -15                       1.7054311
                     -10                        1.812782
                      -5                       1.8465071
                       0                       1.8078439
                       5                       1.6977939
                      10                       1.5171297
                      15                       1.2664275
                      20                      0.94603521
                      25                      0.55604076
                      30                     0.096229168
                      35                     -0.43395061
                      40                      -1.0353745
                      45                      -1.7091194
                      50                      -2.4560941
                      55                      -3.2761646
                      60                      -4.1662758
                      65                      -5.1166602
                      70                      -6.1036782
                      75                       -7.077812
                      80                      -7.9485105
                      85                      -8.5794166
                      90                      -8.8240962
                      95                      -8.6101719
                     100                      -7.9955262
                     105                       -7.122842
                     110                      -6.1331223
                     115                      -5.1230784
                     120                       -4.146723
                     125                      -3.2303341
                     130                      -2.3850689
                     135                      -1.6146533
                     140                     -0.91949874
                     145                     -0.29875656
                     150                      0.24871426
                     155                      0.72392919
                     160                       1.1276278
                     165                       1.4602472
                     170                       1.7219457
                     175                        1.912639
                     180                       2.0319918

