        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.1421992
                    -175                        2.221496
                    -170                       2.2837168
                    -165                       2.3285435
                    -160                        2.356166
                    -155                       2.3672459
                    -150                       2.3629032
                    -145                       2.3446906
                    -140                       2.3145574
                    -135                       2.2747994
                    -130                       2.2279964
                    -125                       2.1769348
                    -120                       2.1245157
                    -115                       2.0736484
                    -110                        2.027132
                    -105                         1.98753
                    -100                       1.9570419
                     -95                       1.9373843
                     -90                       1.9296876
                     -85                       1.9344247
                     -80                       1.9513647
                     -75                        1.979584
                     -70                       2.0175076
                     -65                        2.062993
                     -60                       2.1134421
                     -55                       2.1659344
                     -50                       2.2173691
                     -45                       2.2646055
                     -40                       2.3045955
                     -35                        2.334502
                     -30                       2.3517999
                     -25                       2.3543593
                     -20                         2.34051
                     -15                       2.3090889
                     -10                       2.2594704
                      -5                        2.191581
                       0                       2.1058195
                       5                       2.0034744
                      10                       1.8857942
                      15                        1.754822
                      20                        1.612928
                      25                       1.4628087
                      30                       1.3074064
                      35                       1.1498238
                      40                      0.99323712
                      45                      0.84081164
                      50                       0.6956242
                      55                      0.56059429
                      60                      0.43842512
                      65                      0.33155433
                      70                      0.24211243
                      75                      0.17188736
                      80                      0.12229289
                      85                      0.09434035
                      90                     0.088617142
                      95                      0.10525732
                     100                      0.14393985
                     105                      0.20388355
                     110                      0.28385801
                     115                      0.38220789
                     120                       0.4968905
                     125                       0.6255252
                     130                      0.76545274
                     135                      0.91380169
                     140                       1.0675599
                     145                       1.2236482
                     150                       1.3789953
                     155                       1.5306106
                     160                        1.675656
                     165                       1.8115119
                     170                       1.9358394
                     175                       2.0466349
                     180                       2.1421992

