        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.9746514
                    -175                       1.9722988
                    -170                       1.8876816
                    -165                       1.7212147
                    -160                       1.4734022
                    -155                       1.1448264
                    -150                      0.73613749
                    -145                      0.24806965
                    -140                     -0.31846815
                    -135                     -0.96214055
                    -130                      -1.6806129
                    -125                      -2.4693676
                    -120                        -3.31941
                    -115                      -4.2130875
                    -110                      -5.1171474
                    -105                      -5.9732009
                    -100                      -6.6902033
                     -95                      -7.1526411
                     -90                      -7.2604906
                     -85                      -6.9865223
                     -80                      -6.3951248
                     -75                      -5.5998598
                     -70                      -4.7084283
                     -65                      -3.7973804
                     -60                      -2.9129736
                     -55                      -2.0806346
                     -50                      -1.3135738
                     -45                     -0.61845491
                     -40                    0.0013462672
                     -35                      0.54400265
                     -30                       1.0083617
                     -25                       1.3935368
                     -20                       1.6987405
                     -15                       1.9232343
                     -10                       2.0663302
                      -5                       2.1274064
                       0                       2.1059166
                       5                       2.0013454
                      10                       1.8133225
                      15                       1.5413331
                      20                       1.1847633
                      25                      0.74271353
                      30                      0.21379933
                      35                     -0.40410635
                      40                      -1.1141887
                      45                      -1.9210503
                      50                      -2.8310544
                      55                      -3.8524658
                      60                      -4.9948728
                      65                      -6.2664744
                      70                      -7.6654544
                      75                      -9.1560651
                      80                      -10.611973
                      85                      -11.729958
                      90                      -12.070416
                      95                      -11.454824
                     100                      -10.200615
                     105                      -8.7287685
                     110                       -7.277117
                     115                      -5.9334962
                     120                      -4.7182467
                     125                      -3.6282034
                     130                      -2.6541077
                     135                      -1.7866463
                     140                      -1.0182112
                     145                     -0.34314154
                     150                      0.24252787
                     155                        0.741436
                     160                       1.1552538
                     165                       1.4849896
                     170                       1.7312335
                     175                       1.8943456
                     180                       1.9746514

