        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.2326011
                    -175                       2.2936791
                    -170                       2.3429264
                    -165                       2.3805909
                    -160                       2.4072039
                    -155                       2.4235552
                    -150                       2.4306628
                    -145                       2.4297368
                    -140                         2.42214
                    -135                       2.4093426
                    -130                       2.3928744
                    -125                       2.3742744
                    -120                       2.3550391
                    -115                       2.3365715
                    -110                       2.3201317
                    -105                       2.3067923
                    -100                       2.2973996
                     -95                       2.2925424
                     -90                       2.2925306
                     -85                       2.2973843
                     -80                        2.306831
                     -75                        2.320319
                     -70                       2.3370372
                     -65                       2.3559447
                     -60                       2.3758089
                     -55                        2.395249
                     -50                       2.4127842
                     -45                       2.4268836
                     -40                        2.436017
                     -35                       2.4387046
                     -30                       2.4335649
                     -25                       2.4193589
                     -20                       2.3950308
                     -15                       2.3597443
                     -10                       2.3129137
                      -5                       2.2542304
                       0                       2.1836835
                       5                        2.101532
                      10                       2.0084685
                      15                        1.905422
                      20                       1.7936685
                      25                       1.6747968
                      30                       1.5506895
                      35                       1.4234948
                      40                       1.2955884
                      45                       1.1695233
                      50                       1.0479697
                      55                      0.93364229
                      60                      0.82921786
                      65                      0.73724541
                      70                      0.66005179
                      75                      0.59964851
                      80                      0.55764558
                      85                      0.53517889
                      90                      0.53286142
                      95                      0.55073748
                     100                      0.58830557
                     105                      0.64452746
                     110                      0.71788178
                     115                       0.8064338
                     120                      0.90791935
                     125                       1.0198364
                     130                       1.1395385
                     135                       1.2643245
                     140                        1.391522
                     145                       1.5185598
                     150                       1.6430309
                     155                       1.7627437
                     160                        1.875762
                     165                       1.9804362
                     170                        2.075424
                     175                       2.1597032
                     180                       2.2326011

