        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3308003
                    -175                       2.3985843
                    -170                       2.3760652
                    -165                       2.2619329
                    -160                       2.0547586
                    -155                       1.7527745
                    -150                       1.3535881
                    -145                      0.85381228
                    -140                      0.24858457
                    -135                     -0.46905292
                    -130                       -1.308935
                    -125                      -2.2846876
                    -120                      -3.4145493
                    -115                       -4.721178
                    -110                      -6.2271214
                    -105                      -7.9345197
                    -100                      -9.7535584
                     -95                      -11.315669
                     -90                       -11.85211
                     -85                      -10.961558
                     -80                       -9.272004
                     -75                      -7.4677936
                     -70                      -5.8167217
                     -65                      -4.3710337
                     -60                      -3.1191615
                     -55                       -2.037544
                     -50                       -1.104577
                     -45                     -0.30335244
                     -40                       0.3785967
                     -35                      0.95018843
                     -30                       1.4176787
                     -25                       1.7853978
                     -20                       2.0563295
                     -15                       2.2325588
                     -10                       2.3156165
                      -5                       2.3067462
                       0                       2.2071104
                       5                       2.0179442
                      10                       1.7407113
                      15                       1.3771779
                      20                      0.92952686
                      25                      0.40045468
                      30                     -0.20670436
                      35                     -0.88780029
                      40                      -1.6375855
                      45                      -2.4492476
                      50                      -3.3136257
                      55                      -4.2179118
                      60                      -5.1435752
                      65                      -6.0632887
                      70                      -6.9370479
                      75                      -7.7089687
                      80                      -8.3087224
                      85                      -8.6634127
                      90                      -8.7212011
                      95                      -8.4745604
                     100                      -7.9638189
                     105                      -7.2576512
                     110                      -6.4278145
                     115                      -5.5338411
                     120                      -4.6193551
                     125                      -3.7145117
                     130                      -2.8398847
                     135                      -2.0097605
                     140                      -1.2344215
                     145                     -0.52158747
                     150                      0.12271713
                     155                      0.69364994
                     160                       1.1872466
                     165                        1.600234
                     170                       1.9299068
                     175                       2.1740326
                     180                       2.3308003

