        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.1406709
                    -175                       2.1248554
                    -170                       2.0777495
                    -165                       1.9996438
                    -160                       1.8915656
                    -155                       1.7552521
                    -150                        1.593172
                    -145                       1.4085504
                    -140                       1.2053942
                    -135                       0.9885112
                    -130                      0.76351378
                    -125                      0.53678929
                    -120                       0.3154174
                    -115                       0.1070083
                    -110                    -0.080562278
                    -105                     -0.23953537
                    -100                     -0.36276077
                     -95                     -0.44425791
                     -90                     -0.47976932
                     -85                     -0.46720657
                     -80                     -0.40689407
                     -75                     -0.30155054
                     -70                     -0.15601161
                     -65                     0.023243863
                     -60                      0.22866627
                     -55                      0.45220629
                     -50                      0.68580925
                     -45                       0.9217939
                     -40                       1.1531095
                     -35                        1.373487
                     -30                       1.5775094
                     -25                       1.7606271
                     -20                       1.9191409
                     -15                       2.0501678
                     -10                       2.1516015
                      -5                       2.2220731
                       0                       2.2609161
                       5                       2.2681416
                      10                       2.2443738
                      15                       2.1909012
                      20                       2.1096005
                      25                       2.0029315
                      30                       1.8739168
                      35                       1.7261143
                      40                       1.5635839
                      45                       1.3908396
                      50                       1.2127863
                      55                       1.0346335
                      60                      0.86178224
                      65                       0.6996809
                      70                      0.55364935
                      75                      0.42867408
                      80                      0.32918331
                      85                      0.25881772
                      90                      0.22021991
                      95                      0.21485498
                     100                      0.24291307
                     105                       0.3032751
                     110                      0.39357166
                     115                      0.51031964
                     120                      0.64912015
                     125                      0.80489431
                     130                      0.97213134
                     135                       1.1451272
                     140                        1.318198
                     145                       1.4858592
                     150                       1.6429686
                     155                       1.7848334
                     160                       1.9072883
                     165                        2.006749
                     170                       2.0802465
                     175                       2.1254503
                     180                       2.1406709

