        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.4025126
                    -175                       2.5380171
                    -170                       2.5956092
                    -165                       2.5768817
                    -160                       2.4837191
                    -155                       2.3183747
                    -150                       2.0835764
                    -145                       1.7826867
                    -140                       1.4199562
                    -135                        1.000923
                    -130                      0.53302524
                    -125                     0.026497874
                    -120                     -0.50440651
                    -115                       -1.039951
                    -110                      -1.5535713
                    -105                       -2.011537
                    -100                      -2.3750586
                     -95                       -2.606184
                     -90                      -2.6770412
                     -85                      -2.5787328
                     -80                       -2.324554
                     -75                      -1.9453145
                     -70                      -1.4799367
                     -65                     -0.96668649
                     -60                     -0.43807298
                     -55                     0.080649531
                     -50                      0.57084503
                     -45                       1.0190762
                     -40                        1.415667
                     -35                       1.7535412
                     -30                       2.0273829
                     -25                       2.2330673
                     -20                       2.3672899
                     -15                       2.4273294
                     -10                       2.4108948
                      -5                       2.3160204
                       0                       2.1409811
                       5                       1.8842865
                      10                        1.544268
                      15                       1.1194248
                      20                      0.60791083
                      25                     0.007352741
                      30                     -0.68553317
                      35                         -1.4755
                      40                      -2.3696006
                      45                      -3.3784489
                      50                      -4.5181995
                      55                      -5.8137804
                      60                      -7.3044489
                      65                      -9.0539381
                      70                      -11.170235
                      75                      -13.845593
                      80                       -17.41859
                      85                      -21.988241
                      90                      -22.608753
                      95                       -18.09237
                     100                      -14.357642
                     105                       -11.58243
                     110                      -9.4054323
                     115                      -7.6155189
                     120                      -6.0947186
                     125                      -4.7738708
                     130                      -3.6106053
                     135                      -2.5781469
                     140                      -1.6592413
                     145                     -0.84264637
                     150                     -0.12099457
                     155                       0.5105672
                     160                       1.0552722
                     165                       1.5153379
                     170                       1.8923813
                     175                       2.1877079
                     180                       2.4025126

