        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.3388328
                    -175                       2.4182234
                    -170                       2.4114773
                    -165                       2.3173432
                    -160                       2.1345287
                    -155                        1.861522
                    -150                       1.4963751
                    -145                       1.0364437
                    -140                      0.47808661
                    -135                      -0.1836569
                    -130                     -0.95534661
                    -125                      -1.8451902
                    -120                      -2.8623609
                    -115                      -4.0142668
                    -110                      -5.2983852
                    -105                      -6.6806049
                    -100                       -8.045807
                     -95                      -9.1238116
                     -90                      -9.5158301
                     -85                      -9.0230753
                     -80                      -7.8948051
                     -75                      -6.5250413
                     -70                      -5.1607144
                     -65                      -3.9023885
                     -60                      -2.7780752
                     -55                      -1.7882413
                     -50                     -0.92500533
                     -45                      -0.1792719
                     -40                      0.45693266
                     -35                       0.9899227
                     -30                        1.424451
                     -25                       1.7640008
                     -20                        2.011108
                     -15                       2.1676577
                     -10                       2.2351384
                      -5                       2.2148551
                       0                        2.108104
                       5                        1.916314
                      10                       1.6411797
                      15                       1.2847611
                      20                      0.84958717
                      25                      0.33876831
                      30                     -0.24386552
                      35                     -0.89357163
                      40                      -1.6044015
                      45                      -2.3687395
                      50                        -3.17657
                      55                      -4.0143343
                      60                       -4.863227
                      65                      -5.6968866
                      70                      -6.4788376
                      75                       -7.161003
                      80                      -7.6860564
                      85                      -7.9969197
                      90                      -8.0532957
                      95                      -7.8473815
                     100                        -7.40721
                     105                      -6.7848196
                     110                      -6.0386898
                     115                      -5.2209977
                     120                       -4.372694
                     125                      -3.5238372
                     130                      -2.6959422
                     135                      -1.9044606
                     140                      -1.1607255
                     145                     -0.47329558
                     150                      0.15117341
                     155                      0.70737905
                     160                       1.1910274
                     165                        1.598612
                     170                       1.9272632
                     175                        2.174636
                     180                       2.3388328

