        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.1860744
                    -175                        2.265067
                    -170                       2.2762284
                    -165                       2.2199792
                    -160                       2.0972739
                    -155                         1.90965
                    -150                       1.6593186
                    -145                       1.3493195
                    -140                      0.98377574
                    -135                      0.56829279
                    -130                      0.11055778
                    -125                     -0.37881466
                    -120                     -0.88518877
                    -115                      -1.3887014
                    -110                      -1.8633591
                    -105                      -2.2772817
                    -100                      -2.5952738
                     -95                      -2.7845437
                     -90                      -2.8226685
                     -85                      -2.7044613
                     -80                      -2.4437384
                     -75                      -2.0688174
                     -70                       -1.614611
                     -65                      -1.1154167
                     -60                     -0.60066834
                     -55                     -0.09358319
                     -50                      0.38841902
                     -45                      0.83259323
                     -40                       1.2296787
                     -35                       1.5729074
                     -30                       1.8572706
                     -25                       2.0790131
                     -20                       2.2353023
                     -15                       2.3240215
                     -10                       2.3436468
                      -5                       2.2931778
                       0                       2.1721051
                       5                        1.980505
                      10                       1.7186336
                      15                       1.3875538
                      20                      0.98878281
                      25                      0.52446199
                      30                   -0.0025213613
                      35                     -0.58833015
                      40                      -1.2278429
                      45                      -1.9141149
                      50                      -2.6375364
                      55                      -3.3845766
                      60                       -4.136053
                      65                      -4.8650754
                      70                      -5.5353463
                      75                      -6.1014215
                      80                      -6.5133484
                      85                      -6.7271864
                      90                        -6.71869
                      95                      -6.4924365
                     100                      -6.0795834
                     105                      -5.5261566
                     110                      -4.8799002
                     115                      -4.1819531
                     120                      -3.4641371
                     125                       -2.749677
                     130                      -2.0551497
                     135                      -1.3924354
                     140                     -0.77024013
                     145                     -0.19514747
                     150                      0.32770324
                     155                       0.7942012
                     160                       1.2010187
                     165                       1.5454714
                     170                       1.8254419
                     175                       2.0393391
                     180                       2.1860744

