        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       1.7757143
                    -175                       1.8513525
                    -170                       1.9275732
                    -165                       2.0020557
                    -160                       2.0725613
                    -155                       2.1371276
                    -150                        2.194195
                    -145                       2.2426897
                    -140                       2.2820611
                    -135                       2.3122756
                    -130                       2.3337734
                    -125                       2.3473943
                    -120                       2.3542792
                    -115                       2.3557569
                    -110                       2.3532212
                    -105                       2.3480094
                    -100                       2.3412878
                     -95                       2.3339543
                     -90                        2.326565
                     -85                       2.3192903
                     -80                       2.3119047
                     -75                       2.3038092
                     -70                         2.29409
                     -65                       2.2816025
                     -60                       2.2650762
                     -55                       2.2432339
                     -50                       2.2149163
                     -45                        2.179202
                     -40                       2.1355182
                     -35                       2.0837301
                     -30                       2.0242036
                     -25                       1.9578329
                     -20                       1.8860246
                     -15                       1.8106351
                     -10                       1.7338586
                      -5                       1.6580715
                       0                       1.5856728
                       5                       1.5187946
                      10                       1.4591851
                      15                       1.4081317
                      20                       1.3662744
                      25                        1.333639
                      30                       1.3097033
                      35                       1.2935187
                      40                        1.283862
                      45                       1.2793933
                      50                       1.2787947
                      55                       1.2808769
                      60                       1.2846456
                      65                       1.2893296
                      70                       1.2943767
                      75                       1.2994272
                      80                       1.3042746
                      85                       1.3088249
                      90                       1.3130624
                      95                       1.3170254
                     100                       1.3207979
                     105                       1.3245204
                     110                        1.328411
                     115                       1.3327975
                     120                       1.3381505
                     125                       1.3451112
                     130                       1.3545023
                     135                       1.3673134
                     140                       1.3846548
                     145                       1.4076746
                     150                       1.4374445
                     155                       1.4748232
                     160                       1.5203172
                     165                       1.5739592
                     170                       1.6352297
                     175                       1.7030371
                     180                       1.7757143

