        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.1949965
                    -175                       2.2312996
                    -170                       2.1981431
                    -165                        2.095301
                    -160                       1.9226825
                    -155                       1.6803272
                    -150                        1.368426
                    -145                      0.98739363
                    -140                      0.53803811
                    -135                     0.021904512
                    -130                     -0.55808005
                    -125                      -1.1964585
                    -120                      -1.8833003
                    -115                      -2.6011215
                    -110                      -3.3205353
                    -105                      -3.9954659
                    -100                      -4.5611843
                     -95                      -4.9416824
                     -90                      -5.0717577
                     -85                      -4.9262941
                     -80                      -4.5339051
                     -75                      -3.9616015
                     -70                      -3.2853409
                     -65                      -2.5688778
                     -60                       -1.857219
                     -55                       -1.178936
                     -50                     -0.55098423
                     -45                     0.017021508
                     -40                      0.51980985
                     -35                      0.95457034
                     -30                       1.3198445
                     -25                       1.6149038
                     -20                       1.8394179
                     -15                       1.9932923
                     -10                        2.076598
                      -5                       2.0895525
                       0                       2.0325239
                       5                       1.9062348
                      10                       1.7110881
                      15                       1.4481249
                      20                       1.1184758
                      25                      0.72351802
                      30                      0.26493034
                      35                     -0.25519736
                      40                     -0.83415269
                      45                      -1.4682086
                      50                      -2.1519251
                      55                      -2.8769559
                      60                       -3.630118
                      65                      -4.3905061
                      70                      -5.1257791
                      75                      -5.7888136
                      80                      -6.3180447
                      85                      -6.6466976
                      90                      -6.7231469
                      95                      -6.5333784
                     100                      -6.1081697
                     105                      -5.5081128
                     110                      -4.8000191
                     115                      -4.0405281
                     120                      -3.2708933
                     125                      -2.5186128
                     130                       -1.801177
                     135                      -1.1295338
                     140                     -0.51060344
                     145                     0.051092745
                     150                      0.55244427
                     155                      0.99117958
                     160                       1.3655478
                     165                       1.6741485
                     170                       1.9158449
                     175                       2.0897201
                     180                       2.1949965

