        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       1.8386679
                    -175                       1.8461812
                    -170                       1.8005845
                    -165                       1.7023298
                    -160                       1.5519876
                    -155                       1.3503378
                    -150                       1.0985061
                    -145                      0.79816764
                    -140                       0.4518504
                    -135                     0.063378494
                    -130                     -0.36149853
                    -125                      -0.8142534
                    -120                      -1.2825168
                    -115                      -1.7489393
                    -110                      -2.1903668
                    -105                      -2.5780857
                    -100                      -2.8801613
                     -95                      -3.0665571
                     -90                      -3.1162484
                     -85                      -3.0234723
                     -80                      -2.7995936
                     -75                      -2.4694793
                     -70                      -2.0645034
                     -65                      -1.6159002
                     -60                       -1.150599
                     -55                     -0.68971047
                     -50                     -0.24875277
                     -45                      0.16135293
                     -40                      0.53314061
                     -35                      0.86160018
                     -30                       1.1434031
                     -25                       1.3763414
                     -20                       1.5589376
                     -15                       1.6901794
                     -10                       1.7693428
                      -5                       1.7958737
                       0                       1.7693101
                       5                       1.6892279
                      10                       1.5552022
                      15                       1.3668319
                      20                       1.1236998
                      25                      0.82542152
                      30                      0.47171985
                      35                     0.062572033
                      40                     -0.40152555
                      45                     -0.91909843
                      50                      -1.4869241
                      55                      -2.0987831
                      60                      -2.7435263
                      65                      -3.4023143
                      70                      -4.0452494
                      75                      -4.6286361
                      80                      -5.0959274
                      85                       -5.386723
                      90                      -5.4551211
                      95                      -5.2890828
                     100                      -4.9163803
                     105                      -4.3914907
                     110                      -3.7749523
                     115                      -3.1185311
                     120                      -2.4600307
                     125                      -1.8243669
                     130                      -1.2268186
                     135                     -0.67621893
                     140                     -0.17736951
                     145                      0.26733351
                     150                      0.65687181
                     155                      0.99098116
                     160                       1.2697845
                     165                       1.4935839
                     170                       1.6627485
                     175                         1.77766
                     180                       1.8386679

