        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.7706772
                    -175                       1.7535065
                    -170                       1.6916267
                    -165                        1.584953
                    -160                       1.4340892
                    -155                       1.2403666
                    -150                       1.0059137
                    -145                       0.7337672
                    -140                      0.42803509
                    -135                     0.094119952
                    -130                     -0.26099659
                    -125                     -0.62842845
                    -120                     -0.99707446
                    -115                      -1.3534363
                    -110                      -1.6817497
                    -105                       -1.964665
                    -100                       -2.184677
                     -95                      -2.3262988
                     -90                      -2.3785995
                     -85                       -2.337346
                     -80                      -2.2059022
                     -75                      -1.9945584
                     -70                      -1.7184841
                     -65                       -1.395196
                     -60                       -1.042293
                     -55                     -0.67590845
                     -50                     -0.30992896
                     -45                     0.044202832
                     -40                      0.37733961
                     -35                      0.68232918
                     -30                      0.95368599
                     -25                       1.1872972
                     -20                       1.3801872
                     -15                       1.5303415
                     -10                       1.6365834
                      -5                       1.6984914
                       0                       1.7163469
                       5                       1.6911962
                      10                       1.6245061
                      15                       1.5185839
                      20                       1.3763339
                      25                       1.2013084
                      30                      0.99771086
                      35                      0.77039888
                      40                      0.52488527
                      45                      0.26733227
                      50                    0.0045312885
                      55                     -0.25614515
                      60                     -0.50683778
                      65                      -0.7393646
                      70                     -0.94547772
                      75                      -1.1172275
                      80                      -1.2474283
                      85                      -1.3301877
                      90                       -1.361437
                      95                      -1.3393168
                     100                      -1.2644598
                     105                       -1.139928
                     110                     -0.97095344
                     115                     -0.76448052
                     120                     -0.52861276
                     125                     -0.27205973
                     130                   -0.0036550435
                     135                      0.26801768
                     140                      0.53488506
                     145                      0.78954513
                     150                       1.0253526
                     155                       1.2364525
                     160                       1.4177809
                     165                       1.5650493
                     170                       1.6747197
                     175                       1.7439793
                     180                       1.7706772

