        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                        2.276893
                    -175                       2.3044926
                    -170                       2.3071768
                    -165                       2.2854796
                    -160                       2.2405819
                    -155                       2.1742483
                    -150                        2.088798
                    -145                       1.9870652
                    -140                       1.8723494
                    -135                       1.7483508
                    -130                        1.619092
                    -125                        1.488822
                    -120                        1.361904
                    -115                       1.2426845
                    -110                       1.1353484
                    -105                       1.0437615
                    -100                      0.97130897
                     -95                       0.9207372
                     -90                      0.89401198
                     -85                       0.8922059
                     -80                      0.91542257
                     -75                      0.96277683
                     -70                       1.0324271
                     -65                       1.1216624
                     -60                       1.2270356
                     -55                       1.3445318
                     -50                       1.4697551
                     -45                       1.5981198
                     -40                       1.7250313
                     -35                       1.8460487
                     -30                       1.9570216
                     -25                       2.0542002
                     -20                       2.1343196
                     -15                       2.1946598
                     -10                        2.233086
                      -5                        2.248073
                       0                         2.23866
                       5                       2.2048302
                      10                       2.1465796
                      15                        2.064984
                      20                         1.96158
                      25                        1.838475
                      30                       1.6983217
                      35                       1.5442861
                      40                       1.3800057
                      45                       1.2095371
                      50                       1.0372859
                      55                      0.86791819
                      60                      0.70624745
                      65                       0.5570953
                      70                      0.42512688
                      75                      0.31466453
                      80                      0.22948953
                      85                       0.1726464
                      90                      0.14627259
                      95                      0.15144859
                     100                       0.1881435
                     105                       0.2551942
                     110                      0.35037089
                     115                      0.47050235
                     120                      0.61164861
                     125                       0.7693017
                     130                        0.938595
                     135                       1.1145047
                     140                       1.2920312
                     145                       1.4663548
                     150                       1.6329622
                     155                       1.7877467
                     160                       1.9270834
                     165                       2.0478844
                     170                       2.1476379
                     175                       2.2244341
                     180                        2.276893

