        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.0197731
                    -175                       2.0672826
                    -170                       2.1018617
                    -165                       2.1239574
                    -160                       2.1343407
                    -155                       2.1340797
                    -150                       2.1245065
                    -145                       2.1071771
                    -140                       2.0838251
                    -135                       2.0563085
                    -130                       2.0265508
                    -125                       1.9964779
                    -120                       1.9679523
                    -115                       1.9427061
                    -110                       1.9222775
                    -105                       1.9079513
                    -100                       1.9007087
                     -95                        1.901188
                     -90                       1.9096591
                     -85                       1.9260149
                     -80                       1.9497692
                     -75                        1.980086
                     -70                       2.0158079
                     -65                       2.0555017
                     -60                       2.0975121
                     -55                       2.1400203
                     -50                       2.1811068
                     -45                       2.2188127
                     -40                        2.251201
                     -35                       2.2764136
                     -30                       2.2927242
                     -25                       2.2985864
                     -20                       2.2926758
                     -15                       2.2739273
                     -10                       2.2415665
                      -5                       2.1951357
                       0                       2.1345157
                       5                       2.0599304
                      10                       1.9719708
                      15                       1.8716226
                      20                       1.7602218
                      25                       1.6394635
                      30                       1.5113844
                      35                       1.3783358
                      40                       1.2429443
                      45                       1.1080598
                      50                      0.97668868
                      55                      0.85191208
                      60                      0.73679063
                      65                      0.63425734
                      70                      0.54700386
                      75                      0.47736633
                      80                       0.4272192
                      85                       0.3978857
                      90                      0.39007917
                      95                      0.40384628
                     100                      0.43860223
                     105                      0.49314372
                     110                       0.5657194
                     115                      0.65411846
                     120                      0.75577418
                     125                      0.86787426
                     130                      0.98747022
                     135                       1.1115802
                     140                       1.2372812
                     145                       1.3617881
                     150                       1.4825198
                     155                       1.5971523
                     160                       1.7036595
                     165                       1.8003434
                     170                        1.885855
                     175                       1.9592073
                     180                       2.0197731

