        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.4003266
                    -175                       1.3378949
                    -170                       1.2718234
                    -165                       1.2030277
                    -160                       1.1325268
                    -155                       1.0614079
                    -150                       0.9907886
                    -145                      0.92178165
                    -140                       0.8554625
                    -135                      0.79284291
                    -130                      0.73485081
                    -125                      0.68231699
                    -120                      0.63596798
                    -115                      0.59642406
                    -110                      0.56420097
                    -105                      0.53971368
                    -100                      0.52328078
                     -95                      0.51512826
                     -90                      0.51539181
                     -85                      0.52411806
                     -80                      0.54125989
                     -75                      0.56667395
                     -70                      0.60011538
                     -65                      0.64123062
                     -60                      0.68955084
                     -55                      0.74448662
                     -50                      0.80532537
                     -45                       0.8712329
                     -40                      0.94126041
                     -35                        1.014358
                     -30                       1.0893949
                     -25                        1.165187
                     -20                       1.2405292
                     -15                       1.3142332
                     -10                       1.3851662
                      -5                       1.4522893
                       0                       1.5146935
                       5                       1.5715769
                      10                       1.6224829
                      15                        1.666982
                      20                       1.7049047
                      25                       1.7362785
                      30                       1.7613153
                      35                       1.7803911
                      40                       1.7940207
                      45                       1.8028267
                      50                       1.8075072
                      55                       1.8088017
                      60                       1.8074576
                      65                       1.8041981
                      70                       1.7996925
                      75                       1.7945304
                      80                       1.7891989
                      85                       1.7840654
                      90                       1.7793618
                      95                       1.7751861
                     100                        1.771484
                     105                       1.7680628
                     110                       1.7645964
                     115                       1.7606387
                     120                       1.7556419
                     125                       1.7489798
                     130                       1.7399756
                     135                       1.7279328
                     140                       1.7121682
                     145                        1.692047
                     150                       1.6670163
                     155                        1.636638
                     160                        1.600617
                     165                       1.5588246
                     170                        1.511315
                     175                       1.4583335
                     180                       1.4003266

