        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                        2.083719
                    -175                       2.0092941
                    -170                       1.8853834
                    -165                       1.7123547
                    -160                       1.4912791
                    -155                       1.2240232
                    -150                      0.91338623
                    -145                      0.56330057
                    -140                      0.17911075
                    -135                     -0.23205654
                    -130                     -0.66083675
                    -125                      -1.0951316
                    -120                      -1.5196938
                    -115                       -1.916025
                    -110                      -2.2629423
                    -105                      -2.5381918
                    -100                      -2.7212684
                     -95                      -2.7970222
                     -90                      -2.7589272
                     -85                      -2.6106203
                     -80                       -2.364987
                     -75                      -2.0412036
                     -70                      -1.6611066
                     -65                      -1.2461184
                     -60                      -0.8153374
                     -55                     -0.38474921
                     -50                     0.032795441
                     -45                      0.42721234
                     -40                      0.79069036
                     -35                       1.1172193
                     -30                       1.4022001
                     -25                       1.6421497
                     -20                       1.8344931
                     -15                       1.9774249
                     -10                       2.0698262
                      -5                       2.1112219
                       0                       2.1017707
                       5                       2.0423951
                      10                       1.9344201
                      15                        1.780146
                      20                        1.582633
                      25                       1.3458581
                      30                       1.0748284
                      35                      0.77570619
                      40                      0.45593105
                      45                      0.12431346
                      50                     -0.20894178
                      55                     -0.53234295
                      60                     -0.83342191
                      65                      -1.0993131
                      70                      -1.3176247
                      75                      -1.4775391
                      80                      -1.5709711
                      85                      -1.5935236
                      90                      -1.5449826
                      95                      -1.4292094
                     100                       -1.253486
                     105                      -1.0274979
                     110                     -0.76224665
                     115                     -0.46909876
                     120                     -0.15908766
                     125                      0.15751662
                     130                      0.47141764
                     135                      0.77435118
                     140                        1.059056
                     145                       1.3192036
                     150                       1.5493178
                     155                       1.7446983
                     160                       1.9013582
                     165                       2.0159745
                     170                       2.0858533
                     175                       2.1089074
                     180                        2.083719

