        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.1077821
                    -175                       2.1046337
                    -170                       2.0171779
                    -165                       1.8463358
                    -160                        1.593246
                    -155                       1.2592741
                    -150                       0.8460271
                    -145                       0.3554007
                    -140                     -0.21029449
                    -135                     -0.84804498
                    -130                      -1.5535426
                    -125                      -2.3200466
                    -120                      -3.1363159
                    -115                      -3.9830881
                    -110                      -4.8276816
                    -105                      -5.6173397
                    -100                      -6.2751863
                     -95                      -6.7080466
                     -90                      -6.8353492
                     -85                      -6.6292687
                     -80                      -6.1315826
                     -75                      -5.4289834
                     -70                      -4.6129379
                     -65                      -3.7553808
                     -60                      -2.9043632
                     -55                      -2.0892307
                     -50                      -1.3271837
                     -45                     -0.62827444
                     -40                     0.001420683
                     -35                      0.55796511
                     -30                       1.0385619
                     -25                       1.4410383
                     -20                       1.7635973
                     -15                       2.0047104
                     -10                        2.163078
                      -5                       2.2376161
                       0                       2.2274452
                       5                       2.1318462
                      10                       1.9502773
                      15                       1.6822372
                      20                         1.32717
                      25                      0.88430891
                      30                      0.35246395
                      35                     -0.27025378
                      40                      -0.9867783
                      45                      -1.8015005
                      50                      -2.7207054
                      55                      -3.7528924
                      60                      -4.9085452
                      65                      -6.1981155
                      70                       -7.624748
                      75                      -9.1625219
                      80                      -10.700318
                      85                       -11.94101
                      90                      -12.400035
                      95                      -11.822421
                     100                        -10.5281
                     105                      -8.9899276
                     110                      -7.4743616
                     115                      -6.0758735
                     120                      -4.8141776
                     125                      -3.6843108
                     130                      -2.6755613
                     135                      -1.7776791
                     140                     -0.98251866
                     145                     -0.28414035
                     150                      0.32154839
                     155                      0.83723938
                     160                       1.2646338
                     165                       1.6047836
                     170                       1.8583609
                     175                       2.0258656
                     180                       2.1077821

