        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.0069343
                    -175                       2.0231472
                    -170                        2.031884
                    -165                       2.0333449
                    -160                       2.0279512
                    -155                         2.01633
                    -150                       1.9992935
                    -145                       1.9778139
                    -140                       1.9529921
                    -135                       1.9260236
                    -130                       1.8981599
                    -125                       1.8706683
                    -120                       1.8447898
                    -115                        1.821697
                    -110                        1.802454
                    -105                       1.7879777
                    -100                       1.7790053
                     -95                       1.7760662
                     -90                       1.7794614
                     -85                       1.7892525
                     -80                        1.805254
                     -75                        1.827044
                     -70                        1.853975
                     -65                       1.8851973
                     -60                       1.9196877
                     -55                       1.9562855
                     -50                       1.9937312
                     -45                       2.0307086
                     -40                       2.0658882
                     -35                       2.0979692
                     -30                       2.1257202
                     -25                       2.1480171
                     -20                       2.1638764
                     -15                       2.1724844
                     -10                        2.173221
                      -5                        2.165678
                       0                       2.1496715
                       5                       2.1252162
                      10                       2.0926443
                      15                       2.0524417
                      20                        2.005331
                      25                       1.9522353
                      30                       1.8942565
                      35                       1.8326489
                      40                       1.7687886
                      45                       1.7041383
                      50                       1.6402095
                      55                       1.5785213
                      60                       1.5205585
                      65                        1.467729
                      70                       1.4213219
                      75                       1.3824687
                      80                       1.3521074
                      85                       1.3309527
                      90                       1.3194754
                      95                       1.3178752
                     100                       1.3260909
                     105                        1.343791
                     110                       1.3703875
                     115                        1.405056
                     120                       1.4467628
                     125                       1.4942993
                     130                       1.5463214
                     135                       1.6013919
                     140                       1.6580257
                     145                       1.7147348
                     150                       1.7700718
                     155                       1.8226716
                     160                       1.8712887
                     165                       1.9148307
                     170                       1.9523856
                     175                       1.9832445
                     180                       2.0069343

