        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.1940864
                    -175                       2.2488428
                    -170                       2.2835567
                    -165                        2.297705
                    -160                       2.2914176
                    -155                       2.2653948
                    -150                       2.2209003
                    -145                       2.1597433
                    -140                       2.0842511
                    -135                       1.9972285
                    -130                       1.9019029
                    -125                       1.8018518
                    -120                       1.7009087
                    -115                       1.6030457
                    -110                       1.5122305
                    -105                       1.4322606
                    -100                       1.3665803
                     -95                        1.318092
                     -90                       1.2889783
                     -85                       1.2805547
                     -80                       1.2931654
                     -75                       1.3261521
                     -70                        1.377886
                     -65                       1.4458696
                     -60                       1.5268934
                     -55                       1.6172298
                     -50                       1.7128421
                     -45                       1.8095907
                     -40                       1.9034203
                     -35                       1.9905194
                     -30                        2.067448
                     -25                       2.1312324
                     -20                       2.1794315
                     -15                       2.2101769
                     -10                       2.2221915
                      -5                       2.2147905
                       0                       2.1878151
                       5                       2.1419401
                      10                       2.0778345
                      15                       1.9970462
                      20                       1.9014252
                      25                       1.7931786
                      30                       1.6748063
                      35                       1.5490328
                      40                       1.4187385
                      45                       1.2868914
                      50                       1.1564813
                      55                       1.0304574
                      60                      0.91167123
                      65                      0.80282457
                      70                      0.70642156
                      75                      0.62472465
                      80                       0.5597126
                      85                      0.51303928
                      90                      0.48599616
                      95                      0.47945805
                     100                      0.49386098
                     105                      0.52915686
                     110                      0.58478854
                     115                      0.65967543
                     120                      0.75221616
                     125                      0.86031168
                     130                      0.98141026
                     135                        1.112574
                     140                       1.2505637
                     145                       1.3919387
                     150                       1.5331636
                     155                       1.6707194
                     160                       1.8012098
                     165                       1.9214613
                     170                       2.0286116
                     175                       2.1201854
                     180                       2.1940864

