        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.0777654
                    -175                        2.136126
                    -170                       2.1170256
                    -165                       2.0197627
                    -160                       1.8431062
                    -155                       1.5851925
                    -150                       1.2433672
                    -145                      0.81396643
                    -140                      0.29203234
                    -135                     -0.32903694
                    -130                      -1.0578774
                    -125                      -1.9054942
                    -120                      -2.8852383
                    -115                      -4.0115393
                    -110                       -5.294859
                    -105                       -6.725873
                    -100                      -8.2319251
                     -95                        -9.58364
                     -90                      -10.323339
                     -85                      -10.050273
                     -80                      -8.9310299
                     -75                      -7.4657772
                     -70                      -5.9945652
                     -65                      -4.6496158
                     -60                      -3.4621767
                     -55                       -2.428115
                     -50                      -1.5338999
                     -45                     -0.76540515
                     -40                     -0.11046615
                     -35                      0.44068457
                     -30                      0.89564447
                     -25                       1.2602248
                     -20                       1.5388234
                     -15                       1.7347381
                     -10                       1.8504109
                      -5                       1.8876073
                       0                       1.8475359
                       5                        1.730946
                      10                       1.5380114
                      15                       1.2684632
                      20                      0.92136976
                      25                      0.49498132
                      30                    -0.013544036
                      35                     -0.60853873
                      40                      -1.2963981
                      45                      -2.0864089
                      50                      -2.9919693
                      55                      -4.0324264
                      60                      -5.2359022
                      65                      -6.6436693
                      70                      -8.3165659
                      75                      -10.341448
                      80                      -12.815968
                      85                      -15.657003
                      90                      -17.610462
                      95                      -16.397518
                     100                      -13.556958
                     105                      -10.918899
                     110                      -8.7465205
                     115                      -6.9570088
                     120                      -5.4567145
                     125                      -4.1780891
                     130                      -3.0752066
                     135                       -2.116851
                     140                      -1.2815775
                     145                     -0.55450693
                     150                     0.074747245
                     155                      0.61344234
                     160                       1.0666234
                     165                       1.4377508
                     170                       1.7291327
                     175                       1.9422226
                     180                       2.0777654

